id,timestamp,location_timestamp,temperature,is_battery_charging,battery_charge_percentage,billing_amount,registration_status_id,allocated_memory_percentage,is_network_data_connected,node_id,is_synced
3042,73653436489728000,,73,1,90,,0,43,1,0,0
3043,73653468466249728,,81,1,90,,0,49,1,0,0
3044,73653499935719424,,81,1,90,,0,52,1,0,0
3045,73653531422228480,,84,1,90,,0,57,1,0,0
3046,73653563130511360,,82,1,90,,0,63,1,0,0
3047,73653594624425984,,82,1,90,,0,68,1,0,0
3048,73653626189905920,,77,1,90,,0,39,1,0,0
3049,73653657850413056,,79,1,90,,0,45,1,0,0
3050,73653689359138816,,80,1,90,,0,50,1,0,0
3051,73653720991268864,,75,1,90,,0,56,1,0,0
3052,73653752530403328,,86,1,90,,0,62,1,0,0
3053,73653784927010816,,85,1,70,,0,67,1,0,0
3054,73653817118621696,,76,1,90,,0,38,1,0,0
3055,73653848863080448,,85,1,90,,0,43,1,0,0
3056,73653880400904192,,82,1,90,,0,49,1,0,0
3057,73653912694292480,,77,1,90,,0,54,1,0,0
3058,73653945058066432,,81,1,90,,0,60,1,0,0
3059,73653976830836736,,84,1,90,,0,66,1,0,0
3060,73654008770134016,,81,1,90,,0,36,1,0,0
3061,73654040588189696,,79,1,90,,0,42,1,0,0
3062,73654072310497280,,84,1,90,,0,47,1,0,0
3063,73654103992172544,,74,1,90,,0,53,1,0,0
3064,73654135566237696,,85,1,90,,0,58,1,0,0
3065,73654167197515776,,74,1,90,,0,64,1,0,0
3066,73654199568629760,,79,1,90,,0,70,1,0,0
3067,73654231090724864,,77,1,90,,0,41,1,0,0
3068,73654262967697408,,73,1,70,,0,46,1,0,0
3069,73654321168842752,,75,1,90,,0,51,1,0,0
3070,73654353037950976,,76,1,90,,0,56,1,0,0
3071,73654384512729088,,73,1,90,,0,59,1,0,0
3072,73654416011296768,,82,1,90,,0,37,1,0,0
3073,73654447631368192,,74,1,90,,0,42,1,0,0
3074,73654479439396864,,81,1,70,,0,47,1,0,0
3075,73654511150366720,,77,1,90,,0,53,1,0,0
3076,73654542747369472,,80,1,90,,0,59,1,0,0
3077,73654575540273152,,79,1,90,,0,64,1,0,0
3078,73654607170895872,,75,1,90,,0,36,1,0,0
3079,73654638807089152,,82,1,90,,0,42,1,0,0
3080,73654670318764032,,78,1,90,,0,48,1,0,0
3081,73654692265852928,,80,1,90,,0,53,1,0,0
3082,73654700019810304,,80,1,90,,0,53,0,0,0
3083,73654701797474304,,80,1,90,,0,53,1,0,0
3084,73654733482754048,,79,1,90,,0,58,1,0,0
3085,73654765019332608,,77,1,90,,0,64,1,0,0
3086,73654796732334080,,70,1,90,,0,69,1,0,0
3087,73654828387074048,,77,1,90,,0,41,1,0,0
3088,73654860092145664,,72,1,90,,0,46,1,0,0
3089,73654891661754368,,74,1,90,,0,52,1,0,0
3090,73654923419058176,,82,1,90,,0,57,1,0,0
3091,73654955202838528,,84,1,90,,0,63,1,0,0
3092,73654986758684672,,82,1,90,,0,68,1,0,0
3093,73655018490822656,,78,1,90,,0,39,1,0,0
3094,73655022996226048,,78,1,90,,0,39,1,0,0
3095,73655029485535232,,81,1,90,,0,41,0,0,0
3096,73655050965352448,,85,1,90,,0,43,1,0,0
3097,73655082567532544,,77,1,90,,0,49,1,0,0
3098,73655114931896320,,85,1,90,,0,55,1,0,0
3099,73655146431053824,,83,1,70,,0,61,1,0,0
3100,73655177945743360,,78,1,90,,0,66,1,0,0
3101,73655209677488128,,79,1,90,,0,38,1,0,0
3102,73655241661874176,,73,1,90,,0,43,1,0,0
3103,73655273577512960,,77,1,70,,0,49,1,0,0
3104,73655314248499200,,76,1,90,,0,55,1,0,0
3105,73655328643547136,,78,1,90,,0,56,1,0,0
3106,73655335444152320,,80,1,90,,0,58,0,0,0
3107,73655345737760768,,80,1,90,,0,58,1,0,0
3108,73655400980152320,,75,1,90,,0,64,1,0,0
3109,73655432464302080,,79,1,90,,0,38,1,0,0
3110,73655464011431936,,81,1,90,,0,42,1,0,0
3111,73655495559086080,,75,1,90,,0,48,1,0,0
3112,73655527570145280,,84,1,90,,0,54,1,0,0
3113,73655559182221312,,83,1,90,,0,59,1,0,0
3114,73655590776602624,,78,1,90,,0,65,1,0,0
3115,73655622546292736,,74,1,90,,0,36,1,0,0
3116,73655654160596992,,75,1,90,,0,42,1,0,0
3117,73655685660409856,,73,1,90,,0,48,1,0,0
3118,73655717272879104,,76,1,90,,0,54,1,0,0
3119,73655753235365888,,74,1,90,,0,61,1,0,0
3120,73655785456664576,,83,1,70,,0,66,1,0,0
3121,73655817562030080,,84,1,90,,0,38,1,0,0
3122,73655849379758080,,85,1,90,,0,44,1,0,0
3123,73655880901853184,,79,1,90,,0,49,1,0,0
3124,73655912366735360,,82,1,90,,0,52,1,0,0
3125,73655944343519232,,77,1,90,,0,58,1,0,0
3126,73655976241790976,,84,1,90,,0,64,1,0,0
3127,73656007811792896,,83,1,90,,0,70,1,0,0
3128,73656078323089408,,75,1,90,,0,42,1,0,0
3129,73656137372205056,,79,1,90,,0,47,1,0,0
3130,73656168838463488,,82,1,90,,0,53,1,0,0
3131,73656200974303232,,78,1,90,,0,57,1,0,0
3132,73656232768634880,,84,1,90,,0,40,1,0,0
3133,73656265332883456,,84,1,90,,0,46,1,0,0
3134,73656297470033920,,83,1,90,,0,52,1,0,0
3135,73656329573957632,,73,1,90,,0,54,1,0,0
3136,73656361155231744,,76,1,90,,0,60,1,0,0
3137,73656392873017344,,78,1,90,,0,65,1,0,0
3138,73656425561980928,,66,1,90,,0,36,1,0,0
