count,timestamp,sourceId,arfcn,locationTimestamp,pci,plmnId,rsrp,rsrq,rssi
2,73604683392356052,2,450,,426.0,,-1020.0,-260.0,-665.0
2,73606241882661664,2,450,,431.0,,-1095.0,-300.0,-700.0
2,73604325869849521,2,450,,442.0,,-1060.0,-300.0,-670.0
2,73607097547455381,2,450,,450.0,,-1030.0,-300.0,-640.0
28,73607295653479269,2,450,,459.0,,-1060.7142857142858,-255.0,-715.0
135,73607423176122469,2,450,,460.0,,-1039.7777777777778,-257.7037037037037,-693.1958762886597
2,73604092504568230,2,450,,474.0,,-1060.0,-300.0,-670.0
2,73604121553310817,2,450,,477.0,,-1065.0,-300.0,-670.0
312,73607425535813604,1,450,,489.0,,-866.3782051282051,-72.75641025641026,-672.0512820512821
179,73607423202183469,2,450,,490.0,,-987.0391061452514,-206.64804469273744,-690.354609929078
19,73607230538677417,2,450,,491.0,,-1044.7368421052631,-270.5263157894737,-680.0
283,73606304150126592,3,1423,,,,-849.5406360424029,-95.26501766784452,-545.3356890459364
2,73605597153093164,2,1423,,2.0,,-1040.0,-300.0,-650.0
11,73605906574771795,2,1423,,9.0,,-1017.2727272727273,-267.27272727272725,-655.0
8,73606066473672551,2,1423,,10.0,,-1031.25,-285.0,-655.0
10,73605597798910090,2,1423,,11.0,,-983.0,-269.0,-636.0
4,73605793958220808,2,1423,,12.0,,-1052.5,-300.0,-665.0
6,73605962750562299,2,1423,,14.0,,-1033.3333333333333,-280.0,-650.0
4,73605424433565524,2,1423,,16.0,,-1025.0,-260.0,-665.0
1,73606087026046774,2,1423,,17.0,,-1600.0,-280.0,-610.0
5,73605854057807652,2,1423,,29.0,,-1082.0,-272.0,-800.0
2,73606056545040258,2,1423,,30.0,,-960.0,-160.0,-650.0
10,73605673401624891,2,1423,,32.0,,-1040.0,-292.0,-658.0
4,73605544972474611,2,1423,,35.0,,-1075.0,-277.5,-720.0
3,73605737029778699,2,1423,,37.0,,-1063.3333333333333,-286.6666666666667,-680.0
6,73605693184327202,2,1423,,38.0,,-946.6666666666666,-221.66666666666666,-620.0
4,73606153618739709,2,1423,,39.0,,-880.0,-177.5,-615.0
4,73605028620099417,2,1423,,48.0,,-977.5,-300.0,-590.0
10,73605229783944902,2,1423,,55.0,,-958.0,-248.0,-618.0
71,73606305622273578,2,1423,,59.0,,-1036.4788732394366,-242.81690140845072,-691.4285714285714
4,73605005230519099,2,1423,,64.0,,-955.0,-262.5,-610.0
6,73606086847280920,2,1423,,68.0,,-1028.3333333333333,-260.0,-663.3333333333334
2,73605421339550130,2,1423,,69.0,,-870.0,-190.0,-590.0
6,73605488898357433,2,1423,,74.0,,-996.6666666666666,-261.6666666666667,-613.3333333333334
10,73605549209954257,2,1423,,77.0,,-1014.0,-260.0,-654.0
2,73605369251543795,2,1423,,85.0,,-1020.0,-300.0,-620.0
29,73606194027775624,2,1423,,93.0,,-1005.1724137931035,-257.2413793103448,-643.0
282,73606410648531705,2,1423,,95.0,,-996.418439716312,-269.92907801418437,-624.5226130653266
2,73605180640847345,2,1423,,96.0,,-890.0,-170.0,-620.0
10,73605422503860850,2,1423,,101.0,,-976.0,-226.0,-634.0
10,73605706648841285,2,1423,,102.0,,-977.0,-218.0,-650.0
2,73606301312142950,2,1423,,103.0,,-960.0,-180.0,-610.0
2,73605718680810046,2,1423,,104.0,,-1060.0,-300.0,-670.0
2,73605953900337725,2,1423,,110.0,,-1040.0,-300.0,-650.0
2,73605223357148115,2,1423,,115.0,,-995.0,-295.0,-610.0
11,73606086546797413,2,1423,,116.0,,-1001.8181818181819,-253.63636363636363,-642.0
6,73605986362858941,2,1423,,123.0,,-1005.0,-256.6666666666667,-653.3333333333334
203,73606307798235540,2,1423,,124.0,,-1023.8423645320197,-269.4088669950739,-657.2108843537414
2,73605568745963825,2,1423,,125.0,,-1090.0,-300.0,-700.0
2,73605980573468902,2,1423,,126.0,,-1130.0,-300.0,-740.0
4,73605814367853506,2,1423,,128.0,,-1030.0,-300.0,-640.0
10,73605205992642856,2,1423,,129.0,,-1024.0,-287.0,-648.0
8,73606144201453423,2,1423,,130.0,,-1030.0,-287.5,-655.0
4,73605956074161350,2,1423,,141.0,,-1070.0,-300.0,-680.0
2,73606081861543668,2,1423,,142.0,,-930.0,-215.0,-650.0
8,73605359223283726,2,1423,,143.0,,-1012.5,-271.25,-642.5
2,73605128603357012,2,1423,,147.0,,-1000.0,-300.0,-610.0
195,73606308163939122,2,1423,,148.0,,-989.8461538461538,-252.97435897435898,-636.4383561643835
2,73605821131070776,2,1423,,149.0,,-1120.0,-300.0,-730.0
4,73605814367853506,2,1423,,150.0,,-1037.5,-300.0,-650.0
2,73605255005829936,2,1423,,155.0,,-1010.0,-300.0,-620.0
11,73605737603882114,2,1423,,160.0,,-982.7272727272727,-235.45454545454547,-628.3333333333334
4,73606137630330309,2,1423,,163.0,,-925.0,-232.5,-590.0
4,73605664681214453,2,1423,,166.0,,-980.0,-192.5,-675.0
4,73605208025678935,2,1423,,175.0,,-980.0,-272.5,-625.0
13,73605934877368431,2,1423,,182.0,,-1010.7692307692307,-257.6923076923077,-654.2857142857143
10,73605752244799050,2,1423,,191.0,,-1050.0,-276.0,-670.0
4,73605682565681366,2,1423,,192.0,,-1022.5,-260.0,-655.0
2,73605833931594013,2,1423,,207.0,,-1040.0,-300.0,-650.0
8,73605407033850924,2,1423,,208.0,,-975.0,-262.5,-620.0
2,73606149433325346,2,1423,,209.0,,-920.0,-220.0,-630.0
10,73605365114983842,2,1423,,217.0,,-996.0,-227.0,-664.0
2,73605995735093003,2,1423,,221.0,,-1060.0,-300.0,-670.0
2,73605230240021159,2,1423,,228.0,,-980.0,-300.0,-590.0
2,73605970734386373,2,1423,,229.0,,-1025.0,-235.0,-670.0
8,73605586175939279,2,1423,,233.0,,-1023.75,-280.0,-655.0
2,73605789302044942,2,1423,,241.0,,-1030.0,-300.0,-640.0
2,73605236892333775,2,1423,,247.0,,-995.0,-300.0,-610.0
2,73605359854486544,2,1423,,248.0,,-1040.0,-300.0,-650.0
4,73605225551647317,2,1423,,250.0,,-975.0,-262.5,-625.0
8,73604727116313916,2,1423,,254.0,,-962.5,-300.0,-572.5
2,73605041824490262,2,1423,,255.0,,-985.0,-300.0,-600.0
8,73605489835791561,2,1423,,256.0,,-993.75,-250.0,-622.5
4,73606006509224432,2,1423,,258.0,,-952.5,-205.0,-640.0
2,73605963237166729,2,1423,,261.0,,-1050.0,-295.0,-660.0
6,73605802000250061,2,1423,,264.0,,-971.6666666666666,-211.66666666666666,-656.6666666666666
10,73605672262788308,2,1423,,271.0,,-992.0,-250.0,-648.0
8,73606082357900065,2,1423,,272.0,,-1023.75,-266.25,-660.0
218,73606393917090063,2,1423,,273.0,,-984.9082568807339,-247.9816513761468,-641.5950920245399
4,73605853460079716,2,1423,,274.0,,-1015.0,-240.0,-655.0
2,73605162662705183,2,1423,,276.0,,-890.0,-240.0,-580.0
65,73606307997754033,2,1423,,281.0,,-1020.1538461538462,-268.61538461538464,-654.4444444444445
6,73604740143112986,2,1423,,284.0,,-973.3333333333334,-300.0,-583.3333333333334
11,73605948964049288,2,1423,,285.0,,-981.8181818181819,-238.1818181818182,-645.0
8,73605922992655845,2,1423,,289.0,,-1011.25,-226.25,-675.0
2,73605682565681366,2,1423,,291.0,,-1040.0,-300.0,-650.0
10,73605410074911752,2,1423,,294.0,,-1060.0,-273.0,-702.0
15,73605967880697799,2,1423,,300.0,,-971.3333333333334,-257.3333333333333,-612.0
2,73605094159761107,2,1423,,301.0,,-975.0,-270.0,-590.0
4,73605177264356332,2,1423,,303.0,,-1022.5,-207.5,-710.0
6,73605840763436381,2,1423,,304.0,,-1040.0,-300.0,-650.0
10,73605930092043366,2,1423,,309.0,,-962.0,-204.0,-638.0
14,73606156337814791,2,1423,,311.0,,-981.4285714285714,-240.0,-630.0
8,73606159111232994,2,1423,,315.0,,-977.5,-213.75,-682.5
90,73606214256816836,2,1423,,323.0,,-1013.2222222222222,-266.55555555555554,-647.4285714285714
4,73605128737579109,2,1423,,325.0,,-970.0,-300.0,-580.0
2,73605373167597634,2,1423,,327.0,,-1040.0,-300.0,-650.0
4,73605413188836733,2,1423,,328.0,,-1025.0,-262.5,-680.0
2,73605130081912751,2,1423,,330.0,,-960.0,-300.0,-570.0
2,73605484080363003,2,1423,,335.0,,-895.0,-235.0,-560.0
2,73605267275786599,2,1423,,340.0,,-965.0,-235.0,-630.0
2,73605206485539575,2,1423,,346.0,,-870.0,-215.0,-580.0
26,73606306145605651,2,1423,,347.0,,-996.1538461538462,-286.15384615384613,-617.3684210526316
2,73605990312541047,2,1423,,351.0,,-1025.0,-300.0,-630.0
15,73606013293433094,2,1423,,354.0,,-1027.3333333333333,-274.0,-655.5555555555555
6,73605994033824781,2,1423,,355.0,,-980.0,-245.0,-643.3333333333334
150,73606303419439314,2,1423,,356.0,,-990.9333333333333,-239.86666666666667,-645.2173913043479
6,73605847567479002,2,1423,,364.0,,-1008.3333333333334,-246.66666666666666,-656.6666666666666
2,73605371687059780,2,1423,,369.0,,-1040.0,-300.0,-650.0
6,73606062935595974,2,1423,,374.0,,-1050.0,-286.6666666666667,-660.0
4,73604987789154521,2,1423,,379.0,,-982.5,-280.0,-595.0
2,73605120574952874,2,1423,,380.0,,-970.0,-300.0,-580.0
2,73605406101983497,2,1423,,382.0,,-1030.0,-220.0,-660.0
10,73605969409038689,2,1423,,389.0,,-1023.0,-237.0,-666.0
2,73605245744569597,2,1423,,394.0,,-940.0,-185.0,-620.0
6,73606186745159416,2,1423,,396.0,,-966.6666666666666,-243.33333333333334,-640.0
4,73605272053129526,2,1423,,398.0,,-935.0,-250.0,-595.0
10,73605564154692044,2,1423,,400.0,,-1045.0,-279.0,-676.0
331,73607430687650522,2,1423,,406.0,,-989.6978851963746,-266.4652567975831,-623.8493723849373
180,73606305622273578,2,1423,,407.0,,-997.8888888888889,-259.94444444444446,-639.9328859060403
9,73605235933714179,2,1423,,410.0,,-1022.2222222222222,-265.55555555555554,-654.0
11,73606181076800533,2,1423,,415.0,,-978.1818181818181,-232.72727272727272,-636.6666666666666
2,73606016856877621,2,1423,,416.0,,-1035.0,-300.0,-650.0
10,73605933739875210,2,1423,,417.0,,-1047.0,-300.0,-656.0
2,73605613420329587,2,1423,,419.0,,-995.0,-255.0,-670.0
2,73606069097656614,2,1423,,422.0,,-1030.0,-260.0,-640.0
2,73605224584094865,2,1423,,424.0,,-980.0,-300.0,-590.0
11,73606196210424903,2,1423,,425.0,,-1013.6363636363636,-296.3636363636364,-630.0
2,73604685803416418,2,1423,,430.0,,-1000.0,-300.0,-610.0
2,73605556348546132,2,1423,,431.0,,-1020.0,-215.0,-670.0
2,73605189016769088,2,1423,,437.0,,-960.0,-300.0,-570.0
2,73606155538088340,2,1423,,441.0,,-905.0,-220.0,-580.0
2,73605215653741984,2,1423,,442.0,,-1010.0,-300.0,-620.0
4,73605597035649663,2,1423,,443.0,,-942.5,-257.5,-605.0
4,73605508369667097,2,1423,,448.0,,-1020.0,-300.0,-630.0
2,73605933029975276,2,1423,,449.0,,-995.0,-255.0,-670.0
6,73606081938877437,2,1423,,453.0,,-1030.0,-300.0,-636.6666666666666
6,73606083092137929,2,1423,,457.0,,-958.3333333333334,-235.0,-630.0
2,73605411219451500,2,1423,,458.0,,-1010.0,-300.0,-620.0
312,73607430668774595,2,1423,,460.0,,-990.6089743589744,-264.77564102564105,-629.2857142857143
2,73605908182444050,2,1423,,466.0,,-1140.0,-300.0,-750.0
6,73605468146057763,2,1423,,475.0,,-983.3333333333334,-261.6666666666667,-620.0
21,73606003190625096,2,1423,,482.0,,-1020.4761904761905,-257.14285714285717,-650.8333333333334
463,73607430635219834,2,1423,,489.0,,-837.9697624190064,-104.47084233261339,-578.7041036717062
475,73607430725397775,2,1423,,490.0,,-920.4631578947368,-168.7578947368421,-612.5
2,73605892798611221,2,1423,,493.0,,-1105.0,-300.0,-720.0
2,73605686358810309,2,1423,,495.0,,-1020.0,-300.0,-630.0
79,73606209630259525,2,1423,,496.0,,-999.493670886076,-260.88607594936707,-641.5873015873016
2,73606058324215093,2,1423,,498.0,,-1170.0,-300.0,-780.0
9,73605781148472915,2,1423,,503.0,,-1048.888888888889,-291.1111111111111,-670.0
1,73605854057807652,2,1423,,796.0,,-770.0,20.0,170.0
23,73606227507937280,3,3102,,,,-990.0,-144.7826086956522,-640.4347826086956
11,73606398438250755,2,3102,,59.0,,-1130.909090909091,-245.45454545454547,-790.0
121,73607379887459372,2,3102,,95.0,,-1067.603305785124,-204.3801652892562,-764.5454545454545
6,73606222864821693,2,3102,,213.0,,-1091.6666666666667,-230.0,-760.0
10,73606222817271372,2,3102,,281.0,,-1071.0,-190.0,-787.7777777777778
44,73607379954568574,2,3102,,406.0,,-1059.5454545454545,-191.5909090909091,-759.5454545454545
298,73607434905786500,2,3102,,460.0,,-1065.7046979865772,-208.69127516778522,-756.8120805369127
2,73606223952093411,2,3102,,482.0,,-1150.0,-300.0,-760.0
390,73607434964508402,2,3102,,489.0,,-978.8717948717949,-128.92307692307693,-750.6923076923077
251,73607421658886681,2,3102,,490.0,,-1053.2270916334662,-184.9402390438247,-757.2983870967741
358,73607434193469440,3,3300,,,,-985.8938547486033,-132.51396648044692,-645.2513966480446
2,73606310123185398,2,3300,,0.0,,-1800.0,5.0,-490.0
8,73607171065942299,2,3300,,1.0,,-1131.25,-247.5,-770.0
2,73604053792384502,2,3300,,4.0,,-1080.0,-245.0,-750.0
6,73606496261485057,2,3300,,5.0,,-1141.6666666666667,-270.0,-780.0
2,73606419808522858,2,3300,,7.0,,-1170.0,-300.0,-780.0
2,73604149165432724,2,3300,,8.0,,-1060.0,-180.0,-770.0
2,73606421427752599,2,3300,,10.0,,-1140.0,-300.0,-750.0
4,73607140198468609,2,3300,,14.0,,-1130.0,-270.0,-775.0
2,73604237183066026,2,3300,,15.0,,-1070.0,-230.0,-770.0
2,73607149665139606,2,3300,,17.0,,-1060.0,-225.0,-770.0
4,73606404639737810,2,3300,,18.0,,-1125.0,-267.5,-770.0
10,73607265272324317,2,3300,,19.0,,-1092.0,-233.0,-780.0
2,73607214302612140,2,3300,,21.0,,-1020.0,-180.0,-750.0
4,73606407154937462,2,3300,,22.0,,-1090.0,-225.0,-785.0
2,73606365812441534,2,3300,,23.0,,-1070.0,-245.0,-740.0
2,73604924831893817,2,3300,,24.0,,-1160.0,-300.0,-770.0
2,73604239635041219,2,3300,,32.0,,-1160.0,-300.0,-770.0
6,73604912174494187,2,3300,,35.0,,-1150.0,-300.0,-760.0
10,73604921733227767,2,3300,,37.0,,-1100.0,-239.0,-766.0
2,73607067033169624,2,3300,,39.0,,-1155.0,-300.0,-760.0
6,73607276501638924,2,3300,,40.0,,-1148.3333333333333,-280.0,-773.3333333333334
8,73606391781134581,2,3300,,44.0,,-1161.25,-300.0,-770.0
2,73606383757605688,2,3300,,46.0,,-1090.0,-240.0,-770.0
4,73607260790734162,2,3300,,47.0,,-1135.0,-262.5,-780.0
4,73604202985902140,2,3300,,53.0,,-1040.0,-217.5,-755.0
4,73604136399765052,2,3300,,56.0,,-1112.5,-240.0,-765.0
4,73606405064620330,2,3300,,58.0,,-1102.5,-260.0,-760.0
212,73607431653653922,2,3300,,59.0,,-1127.9716981132076,-251.88679245283018,-783.0061349693251
2,73607349495774134,2,3300,,62.0,,-1090.0,-245.0,-760.0
2,73604904651715879,2,3300,,63.0,,-1100.0,-245.0,-770.0
2,73604035881787853,2,3300,,65.0,,-1145.0,-295.0,-760.0
2,73607331718723483,2,3300,,67.0,,-1170.0,-300.0,-780.0
4,73607141557438301,2,3300,,70.0,,-1110.0,-232.5,-770.0
2,73606406125855466,2,3300,,72.0,,-1155.0,-300.0,-760.0
2,73603631737086283,2,3300,,78.0,,-1150.0,-300.0,-760.0
8,73603643530345391,2,3300,,79.0,,-1103.75,-257.5,-760.0
8,73607433750088159,2,3300,,90.0,,-1082.5,-206.25,-777.5
2,73603764333014170,2,3300,,91.0,,-1160.0,-300.0,-770.0
4,73606366590900319,2,3300,,92.0,,-1175.0,-300.0,-785.0
2,73606396023469245,2,3300,,93.0,,-1110.0,-240.0,-800.0
430,73607433707279353,2,3300,,95.0,,-1095.7674418604652,-222.32558139534885,-776.566757493188
6,73603792669815603,2,3300,,96.0,,-1115.0,-266.6666666666667,-760.0
2,73604953964326877,2,3300,,97.0,,-1175.0,-300.0,-790.0
8,73606445228901295,2,3300,,101.0,,-1141.25,-257.5,-787.5
2,73604863544387129,2,3300,,102.0,,-1150.0,-300.0,-760.0
6,73607065528663344,2,3300,,105.0,,-1128.3333333333333,-246.66666666666666,-790.0
8,73607358201121953,2,3300,,109.0,,-1117.5,-266.25,-765.0
2,73604169205015366,2,3300,,111.0,,-1160.0,-300.0,-770.0
3,73606449552506922,2,3300,,112.0,,-1283.3333333333333,-223.33333333333334,-950.0
2,73607395588519391,2,3300,,116.0,,-1180.0,-300.0,-790.0
6,73607207192225374,2,3300,,117.0,,-1120.0,-276.6666666666667,-760.0
2,73607160741035866,2,3300,,118.0,,-1160.0,-300.0,-770.0
2,73607359407625436,2,3300,,122.0,,-1115.0,-240.0,-800.0
4,73607172056287634,2,3300,,124.0,,-1117.5,-265.0,-770.0
2,73607074870675528,2,3300,,125.0,,-1115.0,-240.0,-750.0
4,73604154376060701,2,3300,,127.0,,-1112.5,-265.0,-760.0
8,73604942425304115,2,3300,,128.0,,-1102.5,-242.5,-775.0
4,73604250243971056,2,3300,,130.0,,-1147.5,-270.0,-760.0
4,73604157001379007,2,3300,,139.0,,-1095.0,-252.5,-750.0
4,73607370695408386,2,3300,,140.0,,-1122.5,-260.0,-785.0
6,73604929788732582,2,3300,,141.0,,-1163.3333333333333,-300.0,-773.3333333333334
6,73607400354915590,2,3300,,142.0,,-1060.0,-183.33333333333334,-773.3333333333334
2,73603641384959457,2,3300,,143.0,,-1140.0,-300.0,-750.0
6,73604982971917432,2,3300,,144.0,,-1156.6666666666667,-300.0,-763.3333333333334
27,73607207225960711,2,3300,,148.0,,-1122.962962962963,-255.1851851851852,-776.4705882352941
13,73607309899662929,2,3300,,153.0,,-1092.3076923076924,-244.6153846153846,-766.6666666666666
14,73607328218822627,2,3300,,154.0,,-1132.857142857143,-275.7142857142857,-767.1428571428571
2,73604165658875435,2,3300,,156.0,,-1050.0,-220.0,-750.0
6,73607137500716752,2,3300,,161.0,,-1095.0,-253.33333333333334,-763.3333333333334
2,73607174318801460,2,3300,,163.0,,-1080.0,-235.0,-780.0
2,73607255766773196,2,3300,,172.0,,-1170.0,-300.0,-780.0
6,73604157051602388,2,3300,,173.0,,-1108.3333333333333,-245.0,-766.6666666666666
2,73604923247213928,2,3300,,175.0,,-1150.0,-300.0,-760.0
10,73607170946192591,2,3300,,179.0,,-1069.0,-209.0,-758.0
2,73604981394747713,2,3300,,180.0,,-1155.0,-300.0,-770.0
11,73607385409281017,2,3300,,182.0,,-1133.6363636363637,-260.90909090909093,-778.3333333333334
6,73606442183211837,2,3300,,184.0,,-1125.0,-248.33333333333334,-786.6666666666666
4,73604147387144632,2,3300,,185.0,,-1165.0,-300.0,-775.0
2,73604129502711734,2,3300,,187.0,,-1155.0,-265.0,-770.0
2,73606416629141304,2,3300,,188.0,,-1170.0,-300.0,-780.0
4,73607110904646968,2,3300,,190.0,,-1100.0,-255.0,-750.0
17,73607337052538848,2,3300,,192.0,,-1116.4705882352941,-245.2941176470588,-775.0
2,73607136802722895,2,3300,,193.0,,-1160.0,-300.0,-770.0
6,73607177653516539,2,3300,,197.0,,-1110.0,-241.66666666666666,-770.0
6,73604032367459965,2,3300,,200.0,,-1150.0,-298.3333333333333,-763.3333333333334
2,73606385948601837,2,3300,,203.0,,-1185.0,-300.0,-800.0
8,73606423803750692,2,3300,,204.0,,-1138.75,-275.0,-775.0
2,73606369034425643,2,3300,,206.0,,-1150.0,-240.0,-830.0
2,73604928589325215,2,3300,,210.0,,-1150.0,-300.0,-760.0
2,73604977823773231,2,3300,,211.0,,-1175.0,-300.0,-790.0
2,73606393044206481,2,3300,,217.0,,-1060.0,-240.0,-740.0
10,73607258428606353,2,3300,,218.0,,-1089.0,-201.0,-790.0
4,73606442170199109,2,3300,,219.0,,-1177.5,-300.0,-785.0
2,73607195127566015,2,3300,,226.0,,-1170.0,-300.0,-780.0
19,73606440788445944,2,3300,,227.0,,-1117.8947368421052,-264.2105263157895,-767.0
4,73603761285973761,2,3300,,228.0,,-1165.0,-300.0,-775.0
6,73607071024079385,2,3300,,229.0,,-1153.3333333333333,-278.3333333333333,-786.6666666666666
4,73604943146562791,2,3300,,231.0,,-1140.0,-260.0,-800.0
4,73607284933326198,2,3300,,232.0,,-1115.0,-262.5,-775.0
2,73607120787248593,2,3300,,233.0,,-1130.0,-255.0,-780.0
6,73607383946359333,2,3300,,235.0,,-1163.3333333333333,-300.0,-773.3333333333334
6,73607344567292860,2,3300,,237.0,,-1133.3333333333333,-255.0,-780.0
2,73607106286900443,2,3300,,238.0,,-1100.0,-220.0,-780.0
2,73607044755543605,2,3300,,240.0,,-1085.0,-220.0,-770.0
4,73604160836185059,2,3300,,246.0,,-1112.5,-272.5,-755.0
2,73606369974013466,2,3300,,248.0,,-1180.0,-300.0,-790.0
2,73603629378664235,2,3300,,254.0,,-1150.0,-300.0,-760.0
4,73607277333743513,2,3300,,256.0,,-1117.5,-257.5,-775.0
4,73604037153432382,2,3300,,259.0,,-1140.0,-292.5,-755.0
2,73607042642839615,2,3300,,262.0,,-1150.0,-300.0,-760.0
2,73604883376375830,2,3300,,263.0,,-1085.0,-245.0,-760.0
2,73603779890590950,2,3300,,265.0,,-1150.0,-300.0,-760.0
4,73607312540524357,2,3300,,271.0,,-1112.5,-270.0,-760.0
4,73603766082839240,2,3300,,272.0,,-1090.0,-222.5,-755.0
10,73606493829752273,2,3300,,273.0,,-1123.0,-267.0,-768.0
2,73603772351060533,2,3300,,278.0,,-1085.0,-255.0,-750.0
244,73607432747519812,2,3300,,281.0,,-1100.9426229508197,-226.4344262295082,-780.054945054945
10,73607057142460050,2,3300,,289.0,,-1128.0,-273.0,-766.0
2,73606421839178008,2,3300,,291.0,,-1160.0,-300.0,-770.0
2,73603625608331624,2,3300,,293.0,,-1075.0,-240.0,-760.0
4,73604936938827470,2,3300,,295.0,,-1080.0,-215.0,-775.0
34,73607139235405547,2,3300,,300.0,,-1127.9411764705883,-275.5882352941176,-766.1904761904761
2,73607206742141279,2,3300,,301.0,,-1170.0,-300.0,-780.0
10,73606402610382655,2,3300,,302.0,,-1108.0,-222.0,-778.0
2,73604039692213660,2,3300,,303.0,,-1160.0,-300.0,-770.0
2,73606422431377888,2,3300,,307.0,,-1170.0,-300.0,-780.0
15,73607318967123238,2,3300,,309.0,,-1140.0,-256.6666666666667,-786.6666666666666
2,73604970081198530,2,3300,,311.0,,-1085.0,-235.0,-760.0
14,73607250289829678,2,3300,,312.0,,-1118.5714285714287,-261.42857142857144,-772.8571428571429
2,73606417203656850,2,3300,,313.0,,-1160.0,-260.0,-780.0
2,73604164377730078,2,3300,,314.0,,-1040.0,-190.0,-760.0
6,73607179616553847,2,3300,,318.0,,-1136.6666666666667,-268.3333333333333,-773.3333333333334
