count,timestamp,sourceId,arfcn,locationTimestamp,pci,plmnId,rsrp,rsrq,rssi
4,73606494757000566,2,3300,,319.0,,-1132.5,-265.0,-790.0
2,73607346045640944,2,3300,,321.0,,-1150.0,-300.0,-760.0
4,73606422617600277,2,3300,,323.0,,-1182.5,-300.0,-795.0
2,73604058233440654,2,3300,,328.0,,-1085.0,-235.0,-770.0
10,73607319959796080,2,3300,,332.0,,-1097.0,-240.0,-776.0
4,73607214648336827,2,3300,,333.0,,-1140.0,-267.5,-790.0
2,73604206996095157,2,3300,,334.0,,-1160.0,-300.0,-770.0
2,73606446869078718,2,3300,,337.0,,-1170.0,-300.0,-780.0
7,73607116906965416,2,3300,,346.0,,-1135.7142857142858,-270.0,-771.6666666666666
18,73607432086449538,2,3300,,347.0,,-1133.3333333333333,-276.1111111111111,-770.0
2,73607402077791343,2,3300,,348.0,,-1150.0,-300.0,-760.0
8,73607348901802288,2,3300,,350.0,,-1116.25,-221.25,-795.0
6,73607350739722013,2,3300,,351.0,,-1093.3333333333333,-248.33333333333334,-760.0
4,73607150731470262,2,3300,,353.0,,-1055.0,-210.0,-770.0
2,73604254484025871,2,3300,,354.0,,-1160.0,-300.0,-770.0
2,73607350781924263,2,3300,,355.0,,-1150.0,-300.0,-760.0
8,73607074701590391,2,3300,,359.0,,-1108.75,-265.0,-762.5
8,73607248681030150,2,3300,,367.0,,-1110.0,-251.25,-767.5
4,73607350781924263,2,3300,,368.0,,-1155.0,-300.0,-765.0
6,73604925993046260,2,3300,,370.0,,-1131.6666666666667,-275.0,-770.0
4,73607378294087201,2,3300,,374.0,,-1157.5,-300.0,-765.0
10,73607354753026371,2,3300,,377.0,,-1096.0,-244.0,-760.0
2,73604028074338775,2,3300,,380.0,,-1090.0,-215.0,-790.0
8,73606444546772306,2,3300,,382.0,,-1121.25,-242.5,-780.0
2,73603643144087184,2,3300,,383.0,,-1175.0,-300.0,-790.0
6,73604237763661977,2,3300,,385.0,,-1160.0,-295.0,-770.0
2,73604973615276528,2,3300,,387.0,,-1115.0,-245.0,-750.0
10,73606480402388420,2,3300,,389.0,,-1105.0,-225.0,-774.0
4,73606371887479257,2,3300,,390.0,,-1140.0,-232.5,-800.0
10,73606439526099630,2,3300,,392.0,,-1108.0,-254.0,-762.0
6,73606495380598249,2,3300,,393.0,,-1105.0,-230.0,-783.3333333333334
2,73607195127566015,2,3300,,397.0,,-1160.0,-300.0,-770.0
4,73606399235083620,2,3300,,399.0,,-1130.0,-255.0,-790.0
4,73604028171597438,2,3300,,400.0,,-1162.5,-300.0,-775.0
2,73607274528381934,2,3300,,403.0,,-1040.0,-205.0,-770.0
154,73607434948206419,2,3300,,406.0,,-1089.7402597402597,-221.55844155844156,-774.5762711864406
51,73607390587428424,2,3300,,407.0,,-1115.686274509804,-247.45098039215685,-779.4444444444445
4,73604241158393584,2,3300,,410.0,,-1075.0,-207.5,-755.0
2,73604241212035577,2,3300,,412.0,,-1145.0,-290.0,-760.0
2,73604915896364268,2,3300,,419.0,,-1100.0,-220.0,-760.0
4,73607247847352604,2,3300,,420.0,,-1165.0,-300.0,-775.0
12,73607311462258744,2,3300,,425.0,,-1147.5,-265.8333333333333,-792.8571428571429
10,73606381640829144,2,3300,,429.0,,-1157.0,-271.0,-794.0
4,73604153828568124,2,3300,,430.0,,-1070.0,-227.5,-770.0
10,73607344142460566,2,3300,,431.0,,-1143.0,-264.0,-788.0
2,73606406940348526,2,3300,,434.0,,-1180.0,-300.0,-790.0
8,73604879529566970,2,3300,,436.0,,-1105.0,-258.75,-762.5
8,73606387340492040,2,3300,,442.0,,-1128.75,-266.25,-772.5
10,73606405245150951,2,3300,,444.0,,-1134.0,-268.0,-760.0
2,73607150462973541,2,3300,,445.0,,-1160.0,-300.0,-770.0
47,73607384041270721,2,3300,,446.0,,-1135.531914893617,-268.93617021276594,-776.2857142857143
2,73607201200852289,2,3300,,448.0,,-1050.0,-225.0,-750.0
2,73604897877308589,2,3300,,450.0,,-1145.0,-300.0,-750.0
6,73604923796671858,2,3300,,452.0,,-1120.0,-271.6666666666667,-763.3333333333334
2,73604250856763088,2,3300,,453.0,,-1095.0,-240.0,-770.0
2,73607150462973541,2,3300,,454.0,,-1080.0,-190.0,-790.0
2,73604252782373018,2,3300,,456.0,,-1175.0,-300.0,-790.0
450,73607433670318431,2,3300,,460.0,,-1097.8666666666666,-224.37777777777777,-777.7506775067751
4,73606392285814223,2,3300,,461.0,,-1135.0,-275.0,-780.0
2,73607404087689708,2,3300,,464.0,,-1150.0,-300.0,-760.0
4,73606389486318229,2,3300,,465.0,,-1197.5,-300.0,-805.0
4,73607029203738159,2,3300,,466.0,,-1127.5,-270.0,-765.0
6,73607330445603892,2,3300,,471.0,,-1148.3333333333333,-276.6666666666667,-773.3333333333334
11,73607198466384372,2,3300,,472.0,,-1111.8181818181818,-256.3636363636364,-775.0
2,73607404270991128,2,3300,,473.0,,-1160.0,-300.0,-770.0
8,73607431760353040,2,3300,,474.0,,-1101.25,-230.0,-767.5
12,73607395646255268,2,3300,,475.0,,-1120.8333333333333,-259.1666666666667,-765.0
8,73607323610574567,2,3300,,482.0,,-1128.75,-247.5,-805.0
8,73607388099828195,2,3300,,484.0,,-1118.75,-248.75,-775.0
3,73607025295966164,2,3300,,485.0,,-1166.6666666666667,-300.0,-775.0
478,73607434528303346,1,3300,,489.0,,-992.510460251046,-126.38075313807532,-739.9561403508771
535,73607433670318431,2,3300,,490.0,,-983.3644859813085,-112.42990654205607,-742.5164113785557
6,73604142059699189,2,3300,,491.0,,-1075.0,-216.66666666666666,-756.6666666666666
79,73607434464083981,2,3300,,492.0,,-1116.9620253164558,-245.31645569620252,-778.28125
2,73606414038350738,2,3300,,496.0,,-1110.0,-215.0,-810.0
2,73604918801404913,2,3300,,498.0,,-1155.0,-300.0,-770.0
4,73607361283271471,2,3300,,499.0,,-1137.5,-272.5,-780.0
2,73606387418716603,2,3300,,500.0,,-1170.0,-300.0,-780.0
2,73604159752539406,2,3300,,503.0,,-1040.0,-220.0,-760.0
1,73606310123185398,2,3300,,512.0,,-1160.0,90.0,-470.0
