id,timestamp,locationTimestamp,simId,arfcn,code,sig_pow,sig_quality,sig_rssi,sig_snr,sig_cinr,sourceId,technology,param1,param2,param3,param4,param5,info,plmnId,lac,rac,cellId,frameType,nodeId,isSynced
326868,73607434528303346,,0,3300,489,-970,-120,-680,35,,1,4,274,1389,,,,,,,,,45459,0,0
