id,timestamp,location_timestamp,temperature,is_battery_charging,battery_charge_percentage,billing_amount,registration_status_id,allocated_memory_percentage,is_network_data_connected,node_id,is_synced
1844,73604710945390592,,63,1,100,,0,51,1,0,0
1845,73604742436290560,,68,1,90,,1,40,1,0,0
1846,73604774152437760,,68,1,100,,1,61,1,0,0
1847,73604805616599040,,67,1,90,,1,43,1,0,0
1848,73604837082923008,,70,1,90,,1,69,1,0,0
1849,73604868570087424,,73,1,90,,1,36,1,0,0
1850,73604900033921024,,74,1,90,,1,36,1,0,0
1851,73604931560472576,,72,1,90,,1,69,1,0,0
1852,73604963035316224,,69,1,70,,1,47,1,0,0
1853,73604994603024384,,74,1,90,,1,63,1,0,0
1854,73605026143076352,,77,1,90,,1,29,1,0,0
1855,73605057612218368,,75,1,90,,1,53,1,0,0
1856,73605089073561600,,75,1,70,,1,39,1,0,0
1857,73605120604766208,,77,1,90,,1,52,1,0,0
1858,73605152064798720,,74,1,90,,1,65,1,0,0
1859,73605183525289984,,79,1,90,,1,72,1,0,0
1860,73605214985060352,,75,1,90,,1,24,1,0,0
1861,73605246519476224,,75,1,90,,1,71,1,0,0
1862,73605313437106176,,68,1,90,,1,60,1,0,0
1863,73605345804419072,,72,1,90,,1,59,1,0,0
1864,73605377272709120,,70,1,90,,1,39,1,0,0
1865,73605408796311552,,77,1,90,,1,43,1,0,0
1866,73605440274890752,,68,1,90,,1,31,1,0,0
1867,73605476880613376,,68,1,90,,1,19,1,0,0
1868,73605508884070400,,68,1,90,,1,25,1,0,0
1869,73605540360749056,,75,1,90,,1,52,1,0,0
1870,73605571821699072,,78,1,90,,1,27,1,0,0
1871,73605603288940544,,78,1,90,,1,26,1,0,0
1872,73605634753953792,,74,1,90,,1,51,1,0,0
1873,73605666253111296,,76,1,90,,1,64,1,0,0
1874,73605697713143808,,70,1,90,,1,67,1,0,0
1875,73605729199980544,,75,1,90,,1,69,1,0,0
1876,73605760768540672,,77,1,90,,1,27,1,0,0
1877,73605792439861248,,77,1,90,,1,68,1,0,0
1878,73605823905202176,,75,1,90,,1,33,1,0,0
1879,73605888250281984,,77,1,90,,1,70,1,0,0
1880,73605920474071040,,76,1,90,,1,58,1,0,0
1881,73605951937970176,,71,1,90,,1,30,1,0,0
1882,73605983464980480,,79,1,90,,1,36,1,0,0
1883,73606014925406208,,76,1,90,,1,43,1,0,0
1884,73606046431903744,,75,1,90,,1,31,1,0,0
1885,73606077892198400,,79,1,90,,1,25,1,0,0
1886,73606136770068480,,73,1,90,,1,33,1,0,0
1887,73606169102647296,,73,1,90,,1,68,1,0,0
1888,73606200562941952,,76,1,90,,1,63,1,0,0
1889,73606232028282880,,76,1,70,,1,60,1,0,0
1890,73606263535960064,,79,1,90,,1,64,1,0,0
1891,73606295004971008,,79,1,100,,1,67,1,0,0
1892,73606362938277888,,62,1,90,,1,41,1,0,0
1893,73606395032829952,,65,1,90,,1,23,1,0,0
1894,73606428904325120,,65,1,90,,1,9,1,0,0
1895,73606431115051008,,65,1,90,,1,9,1,0,0
1896,73606439240269824,,65,1,100,,1,9,0,0,0
1897,73606478014119936,,60,1,90,,1,10,1,0,0
1898,73607025446879232,,60,1,70,,1,27,1,0,0
1899,73607058115526656,,63,1,90,,1,59,1,0,0
1900,73607089592467456,,64,1,90,,1,79,1,0,0
1901,73607121052827648,,67,1,90,,1,40,1,0,0
1902,73607152516333568,,67,1,90,,1,37,1,0,0
1903,73607183999172608,,67,1,90,,1,77,1,0,0
1904,73607215459401728,,67,1,90,,1,57,1,0,0
1905,73607247005286400,,69,1,90,,1,42,1,0,0
1906,73607278583218176,,67,1,100,,1,79,1,0,0
1907,73607310048231424,,67,1,90,,1,53,1,0,0
1908,73607341517373440,,71,1,90,,1,48,1,0,0
1909,73607372986777600,,69,1,90,,1,55,1,0,0
1910,73607404502712320,,73,1,90,,1,26,1,0,0
1911,73611451124678656,,50,1,70,,0,72,0,0,0
1912,73611457256423424,,50,1,90,,0,72,1,0,0
