id,timestamp,systemTimestamp,location_timestamp,serving_cell_timestamp,sim_id,technology,direction,category_id,channel_type_id,name_id,name_extra_id,msg_hex,radio_bearer_id,arfcn,code,param1,param2,info,node_id,is_synced
1748068,73603535009756252,73603535037372832,,7.3603534905344e+16,0,3,1,2,3,8,0,98A9BC08FA2A01884533A56D7C675DFA18,2,10838,472,,,,0,0
1748069,73603535257802805,73603535285465904,,7.3603534905344e+16,0,3,2,2,1,8,0,9195FE121A05D480,2,10838,472,,,,0,0
1748070,73603599531980911,73603599583726800,,7.360359921097114e+16,0,4,1,2,6,5,0,2802,0,1423,489,20.0,34182.0,,0,0
1748071,73603599653817836,73603599792812848,,7.360359921097114e+16,0,4,1,2,1,0,0,000DD6010691A920E34D1803844228DB4D1803524210E34D13304C4228C340E6290C1E235251D6803B500B1E46A4A3AD0804E2210861A112EC04228C34,0,3300,490,20.0,37904.0,,0,0
1748072,73603599577448582,73603599639353760,,7.360359921097114e+16,0,4,2,3,7,3072,0,C7672D94,0,1423,489,591104.0,,,0,0
1748073,73603599577478468,73603599642447056,,7.360359921097114e+16,0,4,2,2,7,1,0,498EA3328468,0,1423,489,20.0,0.0,,0,0
1748074,73603599580359271,73603599642499488,,7.360359953625506e+16,0,4,1,2,5,3,0,6012980FFD8E04BB007CAA8B7535C3803320A116BF40503C,0,1423,489,20.0,2889.0,,0,0
1748075,73603599634962064,73603599792550704,,7.360359921097114e+16,0,4,2,2,8,2,0,1200,0,3300,490,20.0,0.0,,0,0
1748076,73603599580510991,73603599642551904,,7.360359953625506e+16,0,4,2,2,8,4,0,2000098ECE5B28,0,1423,489,20.0,0.0,,0,0
1748077,73603599582393892,73603599642709200,,7.360359953625506e+16,0,4,1,2,6,6,0,300120,0,1423,489,20.0,35720.0,,0,0
1748078,73603599583200414,73603599642761632,,7.360359953625506e+16,0,4,2,2,8,2,0,1000,0,1423,489,20.0,0.0,,0,0
