id,timestamp,location_timestamp,temperature,is_battery_charging,battery_charge_percentage,billing_amount,registration_status_id,allocated_memory_percentage,is_network_data_connected,node_id,is_synced
2067,73616287417171968,,84,1,70,,0,53,1,0,0
2068,73616318882250752,,80,1,70,,0,61,1,0,0
2069,73616350344249344,,85,1,70,,0,50,1,0,0
2070,73616381818568704,,85,1,70,,0,57,1,0,0
2071,73616413279977472,,80,1,70,,0,65,1,0,0
2072,73616444766945280,,82,1,70,,0,72,1,0,0
2073,73616476322856960,,84,1,70,,0,42,1,0,0
2074,73616507783544832,,82,1,70,,0,50,1,0,0
2075,73616539331264512,,85,1,70,,0,47,1,0,0
2076,73616570798440448,,85,1,70,,0,55,1,0,0
2077,73616602267516928,,85,1,70,,0,63,1,0,0
2078,73616633729777664,,85,1,70,,0,51,1,0,0
2079,73616665337528320,,84,1,70,,0,59,1,0,0
2080,73616696922210304,,85,1,70,,0,67,1,0,0
2081,73616728384274432,,84,1,70,,0,47,1,0,0
2082,73616759960633344,,82,1,70,,0,54,1,0,0
2083,73616791503962112,,85,1,70,,0,61,1,0,0
2084,73616822991454208,,85,1,70,,0,69,1,0,0
2085,73616854460596224,,84,1,70,,0,50,1,0,0
2086,73616885933277184,,84,1,70,,0,58,1,0,0
2087,73616917494628352,,85,1,90,,0,65,1,0,0
2088,73616948997521408,,86,1,70,,0,50,1,0,0
2089,73616980459651072,,85,1,70,,0,58,1,0,0
2090,73617011945832448,,84,1,70,,0,61,1,0,0
2091,73617023115657216,,84,1,70,,0,66,1,0,0
2092,73617043410321408,,80,1,70,,0,68,0,0,0
2093,73617074870419456,,71,1,70,,0,72,0,0,0
2094,73617106330779648,,68,1,70,,0,49,0,0,0
2095,73617137879613440,,70,1,70,,0,43,0,0,0
2096,73617169342660608,,72,1,70,,0,47,0,0,0
2097,73617200806297600,,70,1,70,,0,51,0,0,0
2098,73617232266395648,,66,1,70,,0,54,0,0,0
2099,73617263731015680,,63,1,70,,0,58,0,0,0
2100,73617295190982656,,63,1,70,,0,62,0,0,0
2101,73617326650949632,,64,1,70,,0,66,0,0,0
2102,73617358113996800,,63,1,70,,0,48,0,0,0
2103,73617389573832704,,64,1,70,,0,52,0,0,0
2104,73617421033930752,,63,1,90,,0,56,0,0,0
2105,73617452493832192,,64,1,90,,0,60,0,0,0
2106,73617483953995776,,63,1,90,,0,64,0,0,0
2107,73617515413831680,,63,1,90,,0,67,0,0,0
2108,73617546873864192,,63,1,90,,0,47,0,0,0
2109,73617578334158848,,63,1,90,,0,51,0,0,0
2110,73617609794191360,,63,1,90,,0,55,0,0,0
2111,73617641258876928,,63,1,90,,0,59,0,0,0
2112,73617672721793024,,62,1,90,,0,63,0,0,0
2113,73617704182087680,,63,1,90,,0,66,0,0,0
2114,73617735945289728,,63,1,90,,0,46,0,0,0
2115,73617767415152640,,62,1,90,,0,50,0,0,0
2116,73617798875054080,,63,1,90,,0,54,0,0,0
2117,73617830334824448,,63,1,90,,0,58,0,0,0
2118,73617861794594816,,63,1,90,,0,61,0,0,0
2119,73617893254627328,,62,1,90,,0,65,0,0,0
2120,73617924717805568,,63,1,90,,0,69,0,0,0
2121,73617956177838080,,62,1,90,,0,49,0,0,0
2122,73617987637870592,,62,1,90,,0,53,0,0,0
2123,73618019100786688,,63,1,90,,0,56,0,0,0
2124,73618050560688128,,65,1,90,,0,60,0,0,0
2125,73618082020851712,,67,1,90,,0,64,0,0,0
2126,73618113481015296,,68,1,90,,0,68,0,0,0
2127,73618144940982272,,65,1,90,,0,48,0,0,0
2128,73618176401080320,,63,1,90,,0,52,0,0,0
2129,73618207861047296,,63,1,90,,0,55,0,0,0
2130,73618239321014272,,63,1,90,,0,59,0,0,0
2131,73618270780915712,,63,1,90,,0,63,0,0,0
2132,73618302240751616,,63,1,90,,0,67,0,0,0
2133,73618333700980736,,62,1,90,,0,46,0,0,0
2134,73618365161078784,,63,1,90,,0,50,0,0,0
2135,73618396621176832,,63,1,90,,0,54,0,0,0
2136,73618428220932096,,63,1,90,,0,58,0,0,0
2137,73618459680702464,,63,1,90,,0,62,0,0,0
2138,73618468120756224,,63,1,90,,0,64,0,0,0
2139,73618491144601600,,78,1,70,,0,67,1,0,0
2140,73618522606993408,,85,1,90,,0,75,1,0,0
2141,73618532779819008,,78,1,90,,0,65,0,0,0
2142,73618538910842880,,78,1,90,,0,65,1,0,0
2143,73618570370809856,,84,1,90,,0,69,1,0,0
2144,73618602017816576,,83,1,90,,0,53,1,0,0
2145,73618633480863744,,86,1,70,,0,61,1,0,0
2146,73618664976941056,,85,1,90,,0,69,1,0,0
2147,73618696578531328,,86,1,90,,0,49,1,0,0
2148,73618728103313408,,84,1,90,,0,43,1,0,0
2149,73618759593361408,,79,1,90,,0,44,1,0,0
2150,73618791138787328,,83,1,90,,0,47,1,0,0
2151,73618822606422016,,86,1,90,,0,44,1,0,0
2152,73618854069141504,,85,1,90,,0,53,1,0,0
2153,73618885595496448,,82,1,90,,0,61,1,0,0
2154,73618917069684736,,82,1,90,,0,69,1,0,0
2155,73618948665114624,,85,1,70,,0,50,1,0,0
2156,73618980172464128,,84,1,90,,0,58,1,0,0
2157,73619011683614720,,86,1,90,,0,65,1,0,0
2158,73619043148693504,,80,1,90,,0,45,1,0,0
2159,73619074616524800,,84,1,90,,0,55,1,0,0
2160,73619125663236096,,78,1,90,,0,65,1,0,0
2161,73619188579172352,,81,1,70,,0,52,1,0,0
2162,73619220203372544,,80,1,90,,0,59,1,0,0
2163,73619251799195648,,77,1,90,,0,67,1,0,0
2164,73619283515670528,,84,1,90,,0,72,1,0,0
2165,73619314997985280,,85,1,90,,0,53,1,0,0
2166,73619346504351744,,79,1,90,,0,60,1,0,0
2167,73619377967202304,,86,1,90,,0,46,1,0,0
2168,73619409558437888,,85,1,90,,0,55,1,0,0
2169,73619441048879104,,82,1,90,,0,63,1,0,0
2170,73619472509763584,,84,1,90,,0,70,1,0,0
2171,73619503989129216,,86,1,90,,0,51,1,0,0
2172,73619535450144768,,85,1,90,,0,58,1,0,0
2173,73619566988492800,,86,1,90,,0,66,1,0,0
2174,73619598453637120,,85,1,90,,0,52,1,0,0
2175,73619629946044416,,85,1,90,,0,60,1,0,0
2176,73619661430194176,,86,1,90,,0,68,1,0,0
2177,73619693047185408,,85,1,90,,0,48,1,0,0
2178,73619724529041408,,85,1,90,,0,56,1,0,0
2179,73619756020531200,,81,1,90,,0,64,1,0,0
2180,73619787501797376,,85,1,90,,0,50,1,0,0
2181,73619818968842240,,86,1,90,,0,58,1,0,0
2182,73619850429464576,,85,1,90,,0,66,1,0,0
2183,73619882471456768,,84,1,90,,0,74,1,0,0
2184,73619913947414528,,85,1,90,,0,45,1,0,0
2185,73619945453322240,,77,1,90,,0,44,1,0,0
2186,73619976915714048,,85,1,90,,0,46,1,0,0
2187,73620008450129920,,85,1,90,,0,54,1,0,0
2188,73620039916191744,,85,1,90,,0,46,1,0,0
2189,73620071377731584,,84,1,90,,0,54,1,0,0
2190,73620102838550528,,85,1,90,,0,62,1,0,0
2191,73620134558040064,,80,1,90,,0,70,1,0,0
2192,73620166018203648,,85,1,90,,0,43,1,0,0
2193,73620197503074304,,84,1,90,,0,52,1,0,0
2194,73620228968415232,,85,1,90,,0,60,1,0,0
2195,73620260583702528,,87,1,90,,0,68,1,0,0
2196,73620292099375104,,84,1,90,,0,48,1,0,0
2197,73620323567403008,,82,1,90,,0,56,1,0,0
2198,73620355273064448,,85,1,90,,0,64,1,0,0
2199,73620386775629824,,85,1,90,,0,51,1,0,0
2200,73620418346418176,,85,1,90,,0,59,1,0,0
2201,73620449839742976,,84,1,90,,0,67,1,0,0
2202,73620481361903616,,86,1,90,,0,75,1,0,0
2203,73620512982827008,,86,1,90,,0,56,1,0,0
2204,73620544507346944,,82,1,90,,0,64,1,0,0
2205,73620575985991680,,84,1,90,,0,49,1,0,0
2206,73620607447400448,,86,1,90,,0,57,1,0,0
2207,73620638916935680,,85,1,90,,0,65,1,0,0
2208,73620670396891136,,84,1,70,,0,72,1,0,0
2209,73620701858299904,,85,1,90,,0,54,1,0,0
2210,73620733324296192,,84,1,90,,0,63,1,0,0
2211,73620764789964800,,83,1,90,,0,46,1,0,0
2212,73620796261400576,,85,1,70,,0,55,1,0,0
2213,73620827805515776,,84,1,90,,0,63,1,0,0
2214,73620859381547008,,85,1,90,,0,71,1,0,0
2215,73620890846887936,,86,1,90,,0,53,1,0,0
2216,73620922308755456,,84,1,90,,0,61,1,0,0
2217,73620953822920704,,85,1,90,,0,69,1,0,0
2218,73620985439453184,,83,1,90,,0,53,1,0,0
2219,73621017720651776,,82,1,90,,0,61,1,0,0
2220,73621049314181120,,85,1,90,,0,69,1,0,0
2221,73621080835096576,,82,1,90,,0,51,1,0,0
2222,73621112305745920,,84,1,90,,0,59,1,0,0
2223,73621143798284288,,85,1,90,,0,66,1,0,0
2224,73621175259627520,,82,1,90,,0,50,1,0,0
2225,73621206725689344,,82,1,90,,0,58,1,0,0
2226,73621238188736512,,86,1,90,,0,66,1,0,0
2227,73621269699231744,,85,1,90,,0,48,1,0,0
2228,73621301160443904,,85,1,90,,0,56,1,0,0
2229,73621333032501248,,85,1,90,,0,64,1,0,0
2230,73621364642086912,,85,1,90,,0,48,1,0,0
2231,73621396210450432,,85,1,90,,0,56,1,0,0
2232,73621427914342400,,75,1,90,,0,64,1,0,0
2233,73621459496534016,,85,1,90,,0,71,1,0,0
2234,73621490966331392,,84,1,90,,0,53,1,0,0
2235,73621522478661632,,86,1,90,,0,61,1,0,0
2236,73621554143100928,,82,1,90,,0,45,1,0,0
2237,73621585617813504,,85,1,90,,0,53,1,0,0
2238,73621617163894784,,85,1,90,,0,61,1,0,0
2239,73621649367629824,,85,1,90,,0,69,1,0,0
2240,73621680860692480,,85,1,90,,0,52,1,0,0
2241,73621712322560000,,84,1,90,,0,60,1,0,0
2242,73621743793995776,,83,1,90,,0,67,1,0,0
2243,73621775342698496,,82,1,90,,0,50,1,0,0
2244,73621806952415232,,81,1,90,,0,58,1,0,0
2245,73621838451441664,,85,1,90,,0,66,1,0,0
2246,73621869912915968,,78,1,90,,0,49,1,0,0
2247,73621901436846080,,74,1,90,,0,46,1,0,0
2248,73621933042827264,,84,1,90,,0,45,1,0,0
2249,73621964566167552,,85,1,90,,0,47,1,0,0
2250,73622007308746752,,70,1,90,,0,54,1,0,0
2251,73622038800367616,,70,1,90,,0,45,1,0,0
2252,73622070380855296,,82,1,90,,0,44,1,0,0
2253,73622101996994560,,73,1,90,,0,43,1,0,0
2254,73622133672640512,,78,1,90,,0,45,1,0,0
2255,73622165153513472,,72,1,90,,0,44,1,0,0
2256,73622196619444224,,80,1,90,,0,43,1,0,0
2257,73622228087209984,,78,1,90,,0,44,1,0,0
2258,73622259555106816,,84,1,90,,0,44,1,0,0
2259,73622291025100800,,78,1,90,,0,44,1,0,0
2260,73622322706776064,,75,1,90,,0,43,1,0,0
2261,73622354184634368,,84,1,90,,0,44,1,0,0
2262,73622385651613696,,80,1,90,,0,45,1,0,0
2263,73622417178492928,,81,1,90,,0,52,1,0,0
2264,73622448651567104,,82,1,90,,0,45,1,0,0
2265,73622480163766272,,77,1,90,,0,52,1,0,0
2266,73622511904423936,,79,1,90,,0,60,1,0,0
2267,73622543489564672,,83,1,90,,0,50,1,0,0
2268,73622575064023040,,77,1,70,,0,50,1,0,0
2269,73622606616199168,,77,1,90,,0,58,1,0,0
2270,73622638085144576,,77,1,90,,0,46,1,0,0
2271,73622669740605440,,79,1,90,,0,54,1,0,0
2272,73622701218004992,,79,1,90,,0,62,1,0,0
2273,73622732684525568,,75,1,90,,0,70,1,0,0
2274,73622747027996672,,76,1,70,,0,43,1,0,0
2275,73622753468416000,,77,1,90,,0,46,0,0,0
2276,73622764295421952,,77,1,90,,0,46,1,0,0
2277,73622795787632640,,78,1,90,,0,54,1,0,0
2278,73622827361894400,,76,1,70,,0,62,1,0,0
2279,73622859045339136,,80,1,90,,0,70,1,0,0
2280,73622891153981440,,78,1,90,,0,53,1,0,0
2281,73622922653859840,,77,1,90,,0,61,1,0,0
2282,73622954297065472,,82,1,90,,0,47,1,0,0
2283,73622985785212928,,77,1,90,,0,55,1,0,0
2284,73623017245442048,,77,1,90,,0,63,1,0,0
2285,73623048728477696,,78,1,90,,0,71,1,0,0
2286,73623080191787008,,82,1,70,,0,52,1,0,0
2287,73623111651753984,,80,1,90,,0,60,1,0,0
2288,73623143445102592,,77,1,90,,0,68,1,0,0
2289,73623175606566912,,79,1,90,,0,52,1,0,0
2290,73623207066664960,,72,1,90,,0,60,1,0,0
2291,73623238531219456,,80,1,90,,0,68,1,0,0
2292,73623270115573760,,80,1,90,,0,50,1,0,0
2293,73623301666177024,,82,1,90,,0,58,1,0,0
2294,73623333128765440,,84,1,90,,0,66,1,0,0
2295,73623364607868928,,80,1,90,,0,51,1,0,0
2296,73623396331094016,,76,1,90,,0,58,1,0,0
2297,73623427888578560,,76,1,90,,0,66,1,0,0
2298,73623459372138496,,80,1,70,,0,74,1,0,0
2299,73623491089268736,,75,1,90,,0,55,1,0,0
2300,73623522639085568,,77,1,90,,0,63,1,0,0
2301,73623554151219200,,81,1,70,,0,49,1,0,0
2302,73623585622720512,,77,1,90,,0,57,1,0,0
2303,73623617223131136,,75,1,70,,0,65,1,0,0
2304,73623648701710336,,75,1,70,,0,72,1,0,0
2305,73623680184745984,,82,1,70,,0,55,1,0,0
2306,73623711690063872,,73,1,70,,0,62,1,0,0
2307,73623743204098048,,79,1,90,,0,46,1,0,0
2308,73623774666424320,,81,1,70,,0,55,1,0,0
2309,73623806139891712,,80,1,70,,0,63,1,0,0
2310,73623837620174848,,78,1,70,,0,70,1,0,0
2311,73623869134995456,,80,1,70,,0,53,1,0,0
2312,73623901054107648,,73,1,70,,0,61,1,0,0
2313,73623932521545728,,76,1,90,,0,69,1,0,0
2314,73623964005761024,,71,1,90,,0,53,1,0,0
2315,73623995709849600,,78,1,90,,0,61,1,0,0
2316,73624027249639424,,80,1,90,,0,69,1,0,0
2317,73624058795261952,,75,1,90,,0,49,1,0,0
2318,73624090270367744,,82,1,90,,0,56,1,0,0
2319,73624122134626304,,74,1,90,,0,64,1,0,0
2320,73624153707446272,,75,1,90,,0,51,1,0,0
2321,73624185343705088,,80,1,90,,0,59,1,0,0
2322,73624216814944256,,80,1,70,,0,67,1,0,0
2323,73624248474927104,,78,1,90,,0,75,1,0,0
2324,73624279940202496,,77,1,90,,0,53,1,0,0
2325,73624311665917952,,80,1,90,,0,61,1,0,0
2326,73624343238541312,,82,1,90,,0,48,1,0,0
2327,73624374739992576,,74,1,90,,0,53,1,0,0
2328,73624406222438400,,80,1,90,,0,64,1,0,0
2329,73624438164815872,,76,1,90,,0,71,1,0,0
2330,73624470002728960,,79,1,90,,0,45,1,0,0
2331,73624501475934208,,74,1,90,,0,45,1,0,0
2332,73624532983676928,,80,1,90,,0,45,1,0,0
2333,73624564448493568,,77,1,90,,0,44,1,0,0
2334,73624595968753664,,77,1,90,,0,44,1,0,0
2335,73624627461095424,,77,1,90,,0,43,1,0,0
2336,73624658921783296,,80,1,90,,0,45,1,0,0
2337,73624690407833600,,79,1,90,,0,44,1,0,0
2338,73624722099732480,,77,1,90,,0,43,1,0,0
2339,73624753560485888,,70,1,90,,0,44,1,0,0
2340,73624785032052736,,80,1,90,,0,43,1,0,0
2341,73624816605593600,,77,1,90,,0,43,1,0,0
2342,73624848415981568,,79,1,90,,0,45,1,0,0
