id,imsi,imei,device_type,app_version,os_version,chipset_version,msisdn,project_name,token,name,status,node_id,is_synced
150,,,,1.25.4,,,,CAPELLA,4420748e49e5690c8e313c1d301febbe,"[""Office 1"",100405]",,0,0
