id,timestamp,location_timestamp,sim_id,arfcn,code,sig_pow,sig_quality,sig_rssi,sig_snr,sig_cinr,source_id,technology,param1,param2,param3,param4,param5,info,plmn_id,lac,rac,cell_id,frame_type,node_id,is_synced
233905,73566255508130272,,0,1423,406.0,-980,-300,-610.0,,,2,4,,,,,,,,,,,45461,0,1
233906,73566255508130272,,0,1423,496.0,-990,-300,-610.0,,,2,4,,,,,,,,,,,45461,0,1
233907,73566255506699574,,0,1423,489.0,-850,-100,-540.0,79.0,,1,4,274.0,4489.0,,,,,,,,,45459,0,1
233908,73566255511338272,,0,1423,490.0,-980,-300,,,,2,4,,,,,,,,,,,45433,0,1
233909,73566255511338272,,0,1423,460.0,-990,-300,,,,2,4,,,,,,,,,,,45433,0,1
233910,73566255531507694,,0,450,460.0,-1000,-180,-730.0,,,2,4,,,,,,,,,,,45458,0,1
233911,73566255531507694,,0,450,489.0,-850,-50,-710.0,,,2,4,,,,,,,,,,,45458,0,1
233912,73566255531507694,,0,450,490.0,-970,-140,-710.0,,,2,4,,,,,,,,,,,45458,0,1
233913,73566255606988800,,0,450,,-870,-60,-610.0,70.0,0.0,3,4,,,,,,,43211.0,44200.0,,23055639.0,0,0,1
233914,73566255706889948,,0,450,406.0,-1070,-300,-680.0,,,2,4,,,,,,,,,,,45461,0,1
233915,73566255706889948,,0,450,95.0,-1080,-300,-690.0,,,2,4,,,,,,,,,,,45461,0,1
233916,73566256130401719,,0,450,458.0,-1100,-300,-700.0,,,2,4,,,,,,,,,,,45461,0,1
233917,73566256133623719,,0,450,458.0,-1100,-300,,,,2,4,,,,,,,,,,,45433,0,1
233918,73566257438223223,,0,450,489.0,-900,-100,-600.0,38.0,,1,4,274.0,10220.0,,,,,,,,,45459,0,1
233919,73566257512150719,,0,1423,489.0,-830,-110,-600.0,,,2,4,,,,,,,,,,,45458,0,1
233920,73566257572968680,,0,3300,490.0,-990,-110,-780.0,,,2,4,,,,,,,,,,,45458,0,1
233921,73566257572968680,,0,3300,460.0,-1090,-210,-790.0,,,2,4,,,,,,,,,,,45458,0,1
233922,73566257572968680,,0,3300,489.0,-1000,-120,-780.0,,,2,4,,,,,,,,,,,45458,0,1
233923,73566257596763225,,0,3300,281.0,-1060,-170,-800.0,,,2,4,,,,,,,,,,,45458,0,1
233924,73566257657348096,,0,1423,,-850,-120,-550.0,70.0,0.0,3,4,,,,,,,43211.0,44200.0,,23055629.0,0,0,1
233925,73566257815452957,,0,3300,406.0,-1160,-300,-770.0,,,2,4,,,,,,,,,,,45461,0,1
233926,73566257815452957,,0,3300,95.0,-1170,-300,-780.0,,,2,4,,,,,,,,,,,45461,0,1
233927,73566258214731776,,0,3300,,-990,-140,-650.0,0.0,0.0,3,4,,,,,,,43211.0,44200.0,,23055618.0,0,0,1
233928,73566258964987978,,0,10838,472.0,-710,-125,-710.0,,,4,3,,,,,,,,,,,16687,0,1
233929,73566259236044800,,0,10838,,-720,-70,-720.0,,,3,3,,,,,,,43211.0,34200.0,,2697489.0,0,0,1
233930,73566262076468857,,0,3102,489.0,-920,-100,-650.0,-22.0,,1,4,274.0,3077.0,,,,,,,,,45459,0,1
