id,timestamp,location_timestamp,sim_id,technology,band,ul_arfcn,dl_arfcn,code,ul_bw,dl_bw,plmn_id,lac,rac,cell_id,param1,param2,param3,param4,param5,info,lifetime,source_id,frame_type,node_id,is_synced
101736,73566262953902080,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,2925,3,0,0,1
101737,73566263281852783,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,7080,1,45250,0,1
101738,73566263455645696,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,2491,3,0,0,1
101739,73566263946534399,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,10194,1,45250,0,1
101740,73566264014929920,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,474,3,0,0,1
101741,73566264469103918,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,9500,1,45250,0,1
101742,73566264569036800,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,1068,3,0,0,1
101743,73566264795464162,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,4990,1,45250,0,1
101744,73566265041092608,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,4012,3,0,0,1
101745,73566265180908957,,0,3,-1.0,9863.0,10813,472.0,5,5,43211,34200,50.0,2734571,,,,,,,3539,1,16679,0,1
101746,73566265627115520,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,7642,3,0,0,1
101747,73566266099105792,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,9000,3,0,0,1
101748,73566266649739264,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10502,3,0,0,1
101749,73566267200438272,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10504,3,0,0,1
101750,73566267672625152,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,9007,3,0,0,1
101751,73566268301967360,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,12002,3,0,0,1
101752,73566268466286140,,0,4,-1.0,18450.0,450,489.0,10,10,43211,44200,,23055639,,,,,,,3938,1,45250,0,1
101753,73566268587611006,,0,4,-1.0,18450.0,450,489.0,10,10,43211,44200,,23055639,,,,,,,2216,1,45250,0,1
101754,73566268859613184,,0,4,,,450,,10,10,43211,44200,,23055639,,,,,,,4483,3,0,0,1
101755,73566268882587526,,0,4,-1.0,18450.0,450,489.0,10,10,43211,44200,,23055639,,,,,,,1300,1,45250,0,1
101756,73566269170205877,,0,4,-1.0,18450.0,450,489.0,10,10,43211,44200,,23055639,,,,,,,5387,1,45250,0,1
101757,73566269390389248,,0,4,,,450,,10,10,43211,44200,,23055639,,,,,,,3442,3,0,0,1
101758,73566269702246137,,0,4,-1.0,18450.0,450,489.0,10,10,43211,44200,,23055639,,,,,,,6768,1,45250,0,1
101759,73566269863100416,,0,4,,,450,,10,10,43211,44200,,23055639,,,,,,,2242,3,0,0,1
101760,73566270234657758,,0,4,-1.0,18450.0,450,489.0,10,10,43211,44200,,23055639,,,,,,,7968,1,45250,0,1
101761,73566270413471744,,0,4,,,450,,10,10,43211,44200,,23055639,,,,,,,2533,3,0,0,1
101762,73566270785586310,,0,4,-1.0,18450.0,450,489.0,10,10,43211,44200,,23055639,,,,,,,7916,1,45250,0,1
101763,73566270964367360,,0,4,,,450,,10,10,43211,44200,,23055639,,,,,,,2591,3,0,0,1
101764,73566271291467900,,0,4,-1.0,18450.0,450,489.0,10,10,43211,44200,,23055639,,,,,,,7049,1,45250,0,1
101765,73566271441534976,,0,4,,,450,,10,10,43211,44200,,23055639,,,,,,,2051,3,0,0,1
101766,73566271668978164,,0,3,-1.0,9888.0,10838,472.0,5,5,43211,34200,50.0,2697489,,,,,,,5712,1,16679,0,1
101767,73566271979651072,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,4551,3,0,0,1
101768,73566272530284544,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10504,3,0,0,1
101769,73566273002274816,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10119,3,0,0,1
101770,73566273552973824,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,9386,3,0,0,1
101771,73566274103738368,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10507,3,0,0,1
101772,73566274654371840,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10495,3,0,0,1
101773,73566274866871512,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,4989,1,45250,0,1
101774,73566274884908858,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,345,1,45250,0,1
101775,73566275212083200,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,5735,3,0,0,1
101776,73566275475634044,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,5489,1,45250,0,1
101777,73566275684007936,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,3084,3,0,0,1
101778,73566275933643932,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,5640,1,45250,0,1
101779,73566276159340544,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,3431,3,0,0,1
101780,73566276461806410,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,6492,1,45250,0,1
101781,73566276710039552,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,4011,3,0,0,1
101782,73566276978748560,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,5855,1,45250,0,1
101783,73566277271486464,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,4853,3,0,0,1
101784,73566277483431486,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,4831,1,45250,0,1
101785,73566277743542272,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,4174,3,0,0,1
101786,73566278014215285,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,6076,1,45250,0,1
101787,73566278041561455,,0,3,-1.0,9888.0,10838,472.0,5,5,43211,34200,50.0,2697489,,,,,,,495,1,16679,0,1
101788,73566278388154368,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,6471,3,0,0,1
101789,73566278814924800,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,7393,3,0,0,1
101790,73566279365427200,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10498,3,0,0,1
101791,73566279837548544,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,9004,3,0,0,1
101792,73566280388313088,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10507,3,0,0,1
101793,73566280939077632,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10506,3,0,0,1
101794,73566281400355240,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,9872,1,45250,0,1
101795,73566281448357888,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,1400,3,0,0,1
101796,73566281635991741,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,2856,1,45250,0,1
101797,73566281974743040,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,5624,3,0,0,1
101798,73566282421733409,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,9356,1,45250,0,1
101799,73566282525376512,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,1149,3,0,0,1
101800,73566282946420534,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,8883,1,45250,0,1
101801,73566283005558784,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,274,3,0,0,1
101802,73566283483260990,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,9982,1,45250,0,1
101803,73566283560321024,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,601,3,0,0,1
101804,73566284068765113,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,10492,1,45250,0,1
101805,73566284110954496,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,14,3,0,0,1
101806,73566284513892776,,0,3,-1.0,2821.0,3046,472.0,5,5,43211,34200,50.0,2743649,,,,,,,8722,1,16679,0,1
101807,73566284589694976,,0,3,,,3046,,5,5,43211,34200,50.0,2743649,,,,,,,787,3,0,0,1
101808,73566285143343104,,0,3,,,3046,,5,5,43211,34200,50.0,2743649,,,,,,,10215,3,0,0,1
101809,73566285615857664,,0,3,,,3046,,5,5,43211,34200,50.0,2743649,,,,,,,8968,3,0,0,1
101810,73566286166491136,,0,3,,,3046,,5,5,43211,34200,50.0,2743649,,,,,,,10509,3,0,0,1
101811,73566286717255680,,0,3,,,3046,,5,5,43211,34200,50.0,2743649,,,,,,,10499,3,0,0,1
101812,73566287291351040,,0,3,,,3046,,5,5,43211,34200,50.0,2743649,,,,,,,12502,3,0,0,1
101813,73566287785754624,,0,3,,,3046,,5,5,43211,34200,50.0,2743649,,,,,,,7910,3,0,0,1
101814,73566287852893668,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,2158,1,45250,0,1
101815,73566288291168256,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,7440,3,0,0,1
101816,73566288841736192,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,10522,3,0,0,1
101817,73566289338236928,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,9466,3,0,0,1
101818,73566289888935936,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,12689,3,0,0,1
101819,73566290401361920,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,7602,3,0,0,1
101820,73566290951864320,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,10480,3,0,0,1
101821,73566291013435925,,0,3,-1.0,9863.0,10813,472.0,5,5,43211,34200,50.0,2734571,,,,,,,2219,1,16679,0,1
101822,73566291436830720,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,7032,3,0,0,1
101823,73566291988185088,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10534,3,0,0,1
101824,73566292460109824,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,8987,3,0,0,1
101825,73566293010677760,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10517,3,0,0,1
101826,73566293561376768,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10513,3,0,0,1
101827,73566294220800000,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,13161,3,0,0,1
101828,73566294121650781,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,1,1,45250,0,1
101829,73566294141399764,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,0,1,45250,0,1
101830,73566294661988352,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,7814,3,0,0,1
101831,73566295134109696,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,8998,3,0,0,1
101832,73566295684743168,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,10498,3,0,0,1
101833,73566295717285315,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,1400,1,45250,0,1
101834,73566296236490752,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,9122,3,0,0,1
101835,73566296248357162,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,1032,1,45250,0,1
101836,73566296708481024,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,7981,3,0,0,1
101837,73566296867362653,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,3741,1,45250,0,1
101838,73566297259180032,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,6758,3,0,0,1
101839,73566297440933373,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,4247,1,45250,0,1
101840,73566297718065161,,0,3,-1.0,9863.0,10813,472.0,5,5,43211,34200,50.0,2734571,,,,,,,5512,1,16679,0,1
101841,73566297852018688,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,1739,3,0,0,1
101842,73566298330169344,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,9053,3,0,0,1
101843,73566298802159616,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,8879,3,0,0,1
101844,73566299352727552,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10500,3,0,0,1
101845,73566299982200832,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,12004,3,0,0,1
101846,73566300532768768,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10500,3,0,0,1
101847,73566300919518078,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,8909,1,45250,0,1
101848,73566300941686430,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,7222,1,45250,0,1
101849,73566301011936156,,0,4,-1.0,18450.0,450,489.0,10,10,43211,44200,,23055639,,,,,,,3985,1,45250,0,1
101850,73566301370187776,,0,4,,,450,,10,10,43211,44200,,23055639,,,,,,,739,3,0,0,1
101851,73566301571383296,,0,4,,,450,,10,10,43211,44200,,23055639,,,,,,,806,3,0,0,1
101852,73566302071816192,,0,4,,,450,,10,10,43211,44200,,23055639,,,,,,,7701,3,0,0,1
101853,73566302622056448,,0,4,,,450,,10,10,43211,44200,,23055639,,,,,,,10501,3,0,0,1
101854,73566303209259008,,0,4,,,450,,10,10,43211,44200,,23055639,,,,,,,11331,3,0,0,1
101855,73566303685902336,,0,4,,,450,,10,10,43211,44200,,23055639,,,,,,,8958,3,0,0,1
101856,73566304222183424,,0,4,,,450,,10,10,43211,44200,,23055639,,,,,,,10302,3,0,0,1
101857,73566304297270542,,0,3,-1.0,9888.0,10838,472.0,5,5,43211,34200,50.0,2697489,,,,,,,2307,1,16679,0,1
101858,73566304707543040,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,6872,3,0,0,1
101859,73566305258242048,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10508,3,0,0,1
101860,73566305808941056,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10514,3,0,0,1
101861,73566306359443456,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10520,3,0,0,1
101862,73566306910076928,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10482,3,0,0,1
101863,73566307384950784,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,9047,3,0,0,1
101864,73566307603659445,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,5286,1,45250,0,1
101865,73566307930537984,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,6649,3,0,0,1
101866,73566308054142160,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,1589,1,45250,0,1
101867,73566308488577024,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,7520,3,0,0,1
101868,73566308960436224,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,8998,3,0,0,1
101869,73566309511135232,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,10532,3,0,0,1
101870,73566310061703168,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,10483,3,0,0,1
101871,73566310533693440,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,8993,3,0,0,1
101872,73566310831528381,,0,3,-1.0,9863.0,10813,472.0,5,5,43211,34200,50.0,2734571,,,,,,,6634,1,16679,0,1
101873,73566311147044864,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,5209,3,0,0,1
101874,73566311637188608,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,9190,3,0,0,1
101875,73566312109768704,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,9459,3,0,0,1
101876,73566312660140032,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10070,3,0,0,1
101877,73566313210839040,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10510,3,0,0,1
101878,73566313761406976,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10520,3,0,0,1
101879,73566314003897863,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,6578,1,45250,0,1
101880,73566314124835683,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,3484,1,45250,0,1
101881,73566314275471360,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,1329,3,0,0,1
101882,73566314763124736,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,7693,3,0,0,1
101883,73566315331321856,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,10831,3,0,0,1
101884,73566315686005378,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,7648,1,45250,0,1
101885,73566315803574272,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,1520,3,0,0,1
101886,73566316354207744,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,10343,3,0,0,1
101887,73566316905365504,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,10536,3,0,0,1
101888,73566317377486848,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,8982,3,0,0,1
101889,73566317356760667,,0,3,-1.0,9863.0,10813,472.0,5,5,43211,34200,50.0,2734571,,,,,,,1052,1,16679,0,1
101890,73566317949485056,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,9877,3,0,0,1
101891,73566318421344256,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,8979,3,0,0,1
101892,73566319526215680,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,21766,3,0,0,1
101893,73566320076783616,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,9814,3,0,0,1
101894,73566320476428336,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,9072,1,45250,0,1
101895,73566320637247488,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,1616,3,0,0,1
101896,73566321151442944,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,12738,3,0,0,1
101897,73566321666490368,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,6904,3,0,0,1
101898,73566322138480640,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,8991,3,0,0,1
101899,73566322689048576,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,10514,3,0,0,1
101900,73566323239682048,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,10489,3,0,0,1
101901,73566323711672320,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,9022,3,0,0,1
101902,73566323766625821,,0,3,-1.0,9863.0,10813,472.0,5,5,43211,34200,50.0,2734571,,,,,,,2041,1,16679,0,1
101903,73566324247756800,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,8202,3,0,0,1
101904,73566324798521344,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10470,3,0,0,1
101905,73566325317894144,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,9906,3,0,0,1
101906,73566325885632512,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10854,3,0,0,1
101907,73566326340648960,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,8677,3,0,0,1
101908,73566326902358016,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10715,3,0,0,1
101909,73566326896831384,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,2080,1,45250,0,1
101910,73566327411769344,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,7857,3,0,0,1
101911,73566327893924799,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,9801,1,45250,0,1
101912,73566327963975680,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,519,3,0,0,1
101913,73566328436031488,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,8997,3,0,0,1
101914,73566328986664960,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,10472,3,0,0,1
101915,73566329541689344,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,10646,3,0,0,1
101916,73566330013548544,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,8955,3,0,0,1
101917,73566330230057541,,0,3,-1.0,9863.0,10813,472.0,5,5,43211,34200,50.0,2734571,,,,,,,5001,1,16679,0,1
101918,73566330620739584,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,7352,3,0,0,1
101919,73566331103281152,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,8431,3,0,0,1
101920,73566331653783552,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10492,3,0,0,1
101921,73566332125904896,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,9005,3,0,0,1
101922,73566332651962368,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10031,3,0,0,1
101923,73566333202464768,,0,3,,,10813,,5,5,43211,34200,50.0,2734571,,,,,,,10506,3,0,0,1
101924,73566333368861840,,0,4,-1.0,19423.0,1423,489.0,20,20,43211,44200,,23055629,,,,,,,4310,1,45250,0,1
101925,73566333693460480,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,5046,3,0,0,1
101926,73566334256021504,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,10732,3,0,0,1
101927,73566334727880704,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,9004,3,0,0,1
101928,73566335278514176,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,10499,3,0,0,1
101929,73566335784714240,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,9685,3,0,0,1
101930,73566336335216640,,0,4,,,1423,,20,20,43211,44200,,23055629,,,,,,,10469,3,0,0,1
101931,73566336630474229,,0,3,-1.0,9888.0,10838,472.0,5,5,43211,34200,50.0,2697489,,,,,,,6546,1,16679,0,1
101932,73566336887881728,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,4020,3,0,0,1
101933,73566337360068608,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,8980,3,0,0,1
101934,73566337932853248,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10929,3,0,0,1
101935,73566338404712448,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,9021,3,0,0,1
101936,73566338955345920,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10492,3,0,0,1
101937,73566339505979392,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,11325,3,0,0,1
101938,73566339971927449,,0,4,-1.0,21102.0,3102,489.0,20,20,43211,44200,,23055669,,,,,,,9582,1,45250,0,1
101939,73566340050714624,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,6746,3,0,0,1
101940,73566340492689408,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,1662,3,0,0,1
101941,73566341043322880,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,10588,3,0,0,1
101942,73566341542051840,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,9531,3,0,0,1
101943,73566342092619776,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,10419,3,0,0,1
101944,73566342655311872,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,10718,3,0,0,1
101945,73566343116095488,,0,4,,,3102,,20,20,43211,44200,,23055669,,,,,,,8780,3,0,0,1
101946,73566343200210664,,0,3,-1.0,9888.0,10838,472.0,5,5,43211,34200,50.0,2697489,,,,,,,5650,1,16679,0,1
101947,73566343672496128,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,6239,3,0,0,1
101948,73566344187871232,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,8553,3,0,0,1
101949,73566344738701312,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10490,3,0,0,1
101950,73566345210494976,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,8999,3,0,0,1
