id,timestamp,locationTimestamp,simId,arfcn,code,sig_pow,sig_quality,sig_rssi,sig_snr,sig_cinr,sourceId,technology,param1,param2,param3,param4,param5,info,plmnId,lac,rac,cellId,frameType,nodeId,isSynced
234339,73566420712949327,,0,1423,489,-840,-100,-540,86,,1,4,274,9324,,,,,,,,,45459,0,0
