number,RSRP,RSSI,RSRQ,SNR,CINR,MOS
966,-102,-74.0,-242.0,9.046388164835147,5.628406144387608,3.643457594306251
967,-85,-68.0,-119.0,16.112250390498353,12.12939517806635,4.3637623549869735
968,-90,-66.0,-157.02320872450755,15.719451019022058,12.606530187977825,4.301432371920202
969,-87,-56.0,-75.0,24.68240293145185,22.14050863947449,4.005252714476824
970,-90,-58.449660087867244,-95.63316823156796,15.280558665080385,11.820539815397616,4.151447584267498
971,-104,-81.15253707711096,-176.20149572876542,11.591296767924263,9.93292667415022,3.668422313090921
972,-100,-78.0,-206.0,12.021885393016781,9.270284566833087,4.040202732440044
973,-76,-53.0,-76.0,19.489002957695043,17.000525839727125,4.154067568052237
974,-112,-84.0,-295.0,5.115487934779367,3.908553576860551,3.618314812358216
975,-93,-67.0,-130.0,14.9879118157049,11.223825141752627,4.161432349256237
976,-98,-84.14857360995771,-252.0,10.936811718622373,8.76287956033467,3.7100546916274855
977,-99,-67.0,-141.0,13.190299314552975,9.236633425417256,3.944652916163221
978,-77,-62.0,-71.0,23.00284927706396,19.426982473585955,4.296354488021104
979,-113,-72.0,-192.0,11.761570769333012,8.70651713197961,3.489569881025564
980,-97,-70.0,-152.3161301657704,12.919753152744166,9.960208980833997,4.096653385199383
981,-110,-80.0,-212.0,8.404015747643015,5.92933362520772,3.4822097777587047
982,-99,-77.0,-232.0,9.87933969591883,7.629001029564163,4.324405286552433
983,-87,-50.0,-93.0,19.35555743874224,15.101955147819698,4.367638589007579
984,-96,-72.0,-119.0,13.238011351545534,9.720230345410403,3.824947572885341
985,-97,-68.0,-167.42261775812193,14.171367753105342,10.959215211050434,4.054237182982365
986,-87,-58.51930502895404,-107.0,17.589917331362972,14.33191002499686,4.30740453878721
987,-94,-70.0,-172.01606843845283,16.69248904248753,12.876226775274906,4.253495475171419
988,-93,-67.0,-146.0,15.05380271529445,11.20959660103751,3.951379564804969
989,-93,-67.0,-176.12804664724575,14.583779902334577,11.464599863087138,4.223315846351348
990,-101,-71.0,-109.0,16.327171013437866,12.350869553628538,3.4454198113828047
991,-96,-59.0,-117.0,15.419394259528088,12.385542211111217,3.5384717544765003
992,-109,-76.0,-203.0,10.114443857354203,7.48873743822835,3.539439226235787
993,-103,-70.0,-126.0,16.255103080222412,12.51521837352253,3.772264751300847
994,-85,-71.0,-105.0,16.083888291305996,13.076577939147748,4.50253674464667
995,-99,-67.0,-112.0,13.013149815218965,10.30000157942473,3.82798063262288
996,-96,-66.0,-136.0,18.71005221118333,13.931007337731115,3.931508398683614
997,-85,-67.0,-172.40349597598063,13.87250060667498,9.947453491088082,4.538697084396766
998,-99,-67.0,-175.0,12.502058032681417,9.19845027467168,3.791572471355904
999,-107,-80.0,-175.0,11.63532959475871,8.79419242206185,3.549080239582364
1000,-90,-68.50205059275127,-166.7449217475193,16.857168023397715,13.401393493714592,4.178981707614721
1001,-86,-60.0,-91.0,22.57526798685805,20.14023107547928,4.545955477963133
1002,-100,-72.0,-200.0,9.758159668447144,7.284878473130087,4.192878229767315
1003,-93,-68.0,-136.0,17.294558286604502,14.020772497680705,3.9717612533679
1004,-107,-77.0,-250.0,7.9860572452326215,5.707386296542308,3.3757655113062888
1005,-108,-78.0,-240.0,10.978521198957326,8.20607095895952,3.152599463030596
1006,-110,-82.93198235407709,-163.10025806752452,10.73506848765372,8.280596160175996,3.5374119634411043
1007,-85,-62.0,-135.0,17.778806215152184,14.557755968185056,4.256724251094769
1008,-98,-61.0,-172.58800908706516,16.138847232034326,13.266326226333678,4.397102203931943
1009,-110,-71.0,-228.0,13.7266551861198,10.894190163809082,3.63259616057588
1010,-102,-61.0,-103.54431540381296,14.645109949520172,10.809365068766075,3.5118194707376653
1011,-101,-71.0,-203.0,10.53224161663575,8.903999734953068,3.755321680300768
1012,-103,-74.0,-218.0,8.220198564048246,6.548936169379453,3.648942785445693
1013,-79,-52.0,-87.0,22.47218088080038,18.98947057511472,4.53956500492296
1014,-107,-76.0,-206.0,11.862072512845188,8.541869725745702,3.332928570885035
1015,-113,-80.0,-213.0,8.322696010484554,5.7128643747765135,3.375315462573472
1016,-103,-80.0,-245.0,11.93769075129004,9.48258441346292,3.842986551239215
1017,-99,-71.0,-230.0,12.16426006359802,10.62648940309889,3.677216794025339
1018,-106,-82.32589310783644,-222.0,11.599853525227457,9.051487471489327,3.4806584340743854
1019,-103,-59.0,-175.6036907252792,14.034193075215873,10.499872470629128,3.775418520535692
1020,-110,-77.0,-197.0,11.834060203741524,10.045119970506082,3.479474306203255
1021,-80,-53.0,-80.0,22.1727062419716,17.291685177242055,4.329162146616855
1022,-101,-64.0,-167.07745637371127,12.497576531000247,8.845563908458193,3.414139203009015
1023,-94,-74.32568949821943,-180.5308461438804,14.393657939260962,10.757635403302064,3.782086822041913
1024,-88,-71.64043995941498,-139.0,15.249831100008745,11.983995412082656,4.0443741371894095
1025,-88,-61.0,-142.0,16.808556528286694,14.148473782623997,4.0205928504245225
1026,-76,-61.0,-94.0,22.17398616675473,19.53613994476532,4.025111660406918
1027,-113,-78.0,-212.0,14.04063811962532,10.6885136825281,3.337733603819412
1028,-85,-63.0,-70.0,21.00492656106828,17.97183669324936,4.035617665652058
1029,-89,-61.0,-147.0,19.092434630224844,13.749317180967155,4.442454456175115
1030,-92,-63.0,-114.0,12.96502327962405,9.659833543141271,4.2796445437829895
1031,-91,-63.0,-173.68052135754115,15.885159510864842,12.007240178192184,4.093994913262243
1032,-94,-72.81368939600475,-137.0,13.529849110682536,10.10403569523443,4.08739109545199
1033,-113,-82.0,-243.0,7.719572315372835,6.310180719366323,2.694841647969354
1034,-103,-82.51737740344295,-242.0,11.596274031369889,9.362316500917728,3.803473582207791
1035,-100,-63.0,-127.0,16.37024962812386,13.218685864954038,3.4278711702619264
1036,-114,-79.0,-200.0,12.348069279990897,9.21565460374751,3.0782685315816987
1037,-90,-68.0,-168.38966671219103,13.073307921906375,10.213063425920652,4.264756168230576
1038,-115,-86.0,-278.0,5.344892529314018,3.5256578683298216,2.9957853664126373
1039,-86,-61.0,-108.0,14.222328211954885,10.223729063368587,4.038382549754885
1040,-110,-74.0,-230.0,12.076526195648206,9.972097017460028,3.15576767094441
1041,-98,-79.0,-247.0,10.458985813058804,7.955786221461043,4.165986717837842
1042,-109,-82.0,-177.1633087825593,10.174074853456691,7.57809883623416,3.453357590532682
1043,-103,-72.0,-101.07122375036786,14.392565567335424,10.86221714193644,4.080666079870497
1044,-74,-53.0,-90.0,24.222530475743795,20.30233680833987,3.962111152567569
1045,-93,-68.0,-140.0,17.89912639062906,14.149526593902907,3.922029054983925
1046,-96,-72.9120448701013,-163.97882562791648,12.66196852158484,9.927191025101829,3.277120779772381
1047,-103,-58.40102944359322,-120.0,18.226284230103495,14.714982864825686,3.780044689124099
1048,-111,-76.0,-180.13575862486493,10.750049211617364,8.453968180493348,3.526849611165567
1049,-90,-66.0,-147.84733130096805,13.29981238497134,10.227522415298974,4.070427570443851
1050,-92,-61.0,-120.0,13.40330917233307,10.305579073800494,4.171897024617896
1051,-103,-72.0,-145.0,13.215144080361835,9.417153273896313,4.146895052485204
1052,-109,-79.0,-185.0,8.959239709506246,5.932529089422631,3.751758997566229
1053,-120,-84.21620629837669,-280.0,6.440611516355858,5.203465775077496,2.861632024900027
1054,-102,-65.0,-131.0,14.155918725192446,10.223553035843928,3.9066834363579663
1055,-97,-59.07282539348556,-133.0,12.95982146808683,9.83037032944781,3.670908938999099
1056,-102,-72.0,-122.0,15.446353177855796,11.55841848807745,3.691978826454628
1057,-102,-82.0,-158.28239852092253,12.604258075170437,9.8728456071044,3.467276991548826
1058,-97,-59.36998710199165,-107.52134431619947,16.81479266164947,13.214564583054992,3.827738695613248
1059,-97,-66.0,-108.0,12.34084480645592,9.145471400672308,4.191200251979558
1060,-112,-72.9362390054373,-185.0,11.968067656572789,8.43218681255814,3.2950242642241507
1061,-109,-71.0,-210.0,11.960237162470916,9.819033795804511,3.0410537178341537
1062,-86,-72.0,-151.92388710887332,15.08464077205371,12.00244603777629,3.9332283275036737
1063,-92,-62.0,-167.067122866639,14.771283326902148,11.507699670696631,3.767173686997611
1064,-112,-72.0,-192.0,9.369862837653978,6.373795900244765,3.297224003506483
1065,-95,-63.0,-118.0,14.008851162118967,10.206458337874178,3.600704728758764
1066,-90,-68.39896112452413,-161.56040256746127,15.098033590946429,11.407529436639653,4.155736106880749
1067,-101,-75.0,-247.0,13.759506947845665,10.078539496437944,3.973943259414492
1068,-82,-59.0,-102.59679739535237,22.95471690571533,18.75681565434818,4.24228004731426
1069,-89,-73.4515843038018,-165.57431026110274,16.580224904902853,13.434358704260289,4.246118008101155
1070,-101,-68.97140042993924,-113.0,17.03186651263853,13.61285261043604,4.1738851953415335
1071,-113,-82.0,-230.0,8.766920136678287,6.124837502180084,3.360281229504632
1072,-97,-63.0,-158.9637028249621,16.2709011327803,13.07962204715399,3.982931488714084
1073,-100,-71.0,-159.67038672040457,17.467726724039576,13.547249429240974,3.524148712594639
1074,-85,-65.0,-168.36372945519474,12.865009042096812,9.836172315020818,3.956293430440645
1075,-116,-86.0,-298.0,8.223294886217053,5.7682390493980655,2.598392357015921
1076,-101,-68.80175591524882,-172.44542639694748,12.34374047296939,10.457712888698882,4.047640066300917
1077,-114,-80.28596778795203,-290.0,8.529493593914289,6.445379358756658,3.149631910968409
1078,-96,-66.0,-174.29121888094537,16.843190788550807,13.52668547523879,3.850327137377273
1079,-109,-76.0,-228.0,12.187611091267339,9.69092278080648,2.994004872267986
1080,-91,-71.0,-181.53623181026165,15.906350325699986,12.167277797724708,4.5219825921188415
1081,-100,-65.0,-158.53993824708235,14.198550028149864,10.069355716678096,3.936937253733831
1082,-85,-59.0,-87.0,20.256049636897256,16.194971923624703,4.621363794474189
1083,-113,-72.0,-192.0,9.87736526663556,7.571658289659076,3.4074419125691926
1084,-118,-88.0,-273.0,6.240630584776916,4.698667999153864,3.2939932724669205
1085,-110,-71.0,-239.0,12.884038033634326,10.032196110854796,3.4770420735299528
1086,-76,-62.0,-94.0,19.421858883874897,16.80239765373416,4.431942987620921
1087,-114,-77.0,-222.0,8.852080222187382,6.2147282982074445,2.945283035482513
1088,-98,-78.0,-235.0,9.397347018299998,6.635679766793424,4.057678769016595
1089,-98,-66.0,-124.0,13.085989973203205,9.508233572140734,3.957599605173432
1090,-98,-67.20558407847504,-128.0,14.960091699725854,11.835916068124565,3.32323592805087
1091,-101,-68.0,-146.0,16.073879165619907,12.56474751063186,3.8639841935368735
1092,-113,-79.0,-182.0,9.861023203059748,7.386415810172282,3.2488252725930677
1093,-90,-60.0,-134.0,13.769186171490652,10.49297858592379,3.93609538973336
1094,-92,-59.0,-126.0,15.819099464570035,12.056807974267802,3.9192315174765264
1095,-102,-80.0,-223.0,12.970315622526694,9.312207644705111,3.7206792998325735
1096,-120,-82.0,-252.86000855604095,6.23240651540238,4.577947829298399,3.4139052137910246
1097,-99,-73.34831071868078,-182.0,9.014711541822276,6.4058117505702015,4.292065274534825
1098,-100,-78.0,-236.0,8.71169765833771,6.058464374799289,3.829976893352108
1099,-92,-67.0,-174.489722927924,12.825881768710511,9.960399488238618,4.21640648194408
1100,-115,-84.0,-247.0,7.159476476038529,5.177688338601316,3.3266394638750416
1101,-98,-71.0,-152.0,11.992321728174682,8.524258412706729,3.818405784694181
1102,-99,-70.0,-209.0,11.85020225794212,9.539385252968437,3.9448057245280648
1103,-93,-66.0,-171.15919211342404,15.372176235482549,11.445110304749434,4.453984196636855
1104,-100,-72.0,-193.0,8.875413208398633,6.590863497570334,4.196184174609604
1105,-91,-70.0,-175.43358347017892,14.558871521678904,10.884855826000123,4.021587991801728
1106,-85,-61.0,-90.0,21.703449342575105,18.59436259919455,4.134791877356265
1107,-82,-57.0,-110.0,20.75946476502716,17.28111874836348,3.983732398382503
1108,-114,-68.40530335370516,-247.0,10.299308727069892,8.23030207516785,3.630377437941816
1109,-111,-71.0,-223.0,7.917952309947993,6.176227564227445,3.2000519847075184
1110,-110,-80.0,-173.35381615648768,12.109899975087403,10.369649146883004,3.642503230758091
1111,-114,-78.0,-199.0,9.490471767449698,7.302590266213368,2.970829800694933
1112,-98,-80.0,-193.0,9.440529633970794,7.200039461193551,4.064351100896088
1113,-107,-72.0,-206.0,10.581348933957637,7.7383936373197795,3.827898912267088
1114,-113,-82.0,-260.1358192087783,7.970025825848929,6.273937078531333,2.8611125210192405
1115,-109,-80.0,-231.0,11.776251635034392,9.052926295678477,3.702801318879892
1116,-103,-72.97345296914015,-239.0,8.625430971057806,5.942149140288296,3.768481671568776
1117,-94,-64.0,-148.0,13.784638142983232,9.820336788574572,4.117922849998295
1118,-105,-82.40944128098111,-237.0,10.702572844393478,8.26810530143847,3.523146155299671
1119,-95,-57.49699518702261,-126.0,12.48605012417968,9.367802666590476,4.122430200853639
1120,-88,-55.0,-87.0,19.62617722669792,15.658969858296311,4.136224797124322
1121,-93,-67.0,-149.0,16.523930319385475,12.76686529296834,4.091877281262235
1122,-113,-70.0,-227.0,11.156987421296057,9.68031685242516,3.429943300953278
1123,-85,-64.0,-100.72261593370257,11.656026251513449,9.582496547579831,4.2688908222603485
1124,-92,-69.3094255407264,-151.0,17.08161107866635,13.27624778658432,3.917361940065953
1125,-103,-70.0,-174.0078758224056,8.766871081107412,5.896097604245968,3.6839541824419686
1126,-102,-75.0,-196.0,12.25002525152096,9.8281149051127,3.710827685618389
1127,-114,-75.0,-186.0,12.934861668576383,10.71434835549871,3.066744720643781
1128,-100,-68.0,-124.0,13.337657665296465,9.710522044689434,3.857114047072404
1129,-97,-67.0,-111.0,15.940957642942546,12.90027538886616,3.8089936829147
1130,-101,-68.39891400286827,-155.0,13.005840902017098,9.41673172714491,3.4676811219729435
1131,-105,-75.0,-201.0,10.831860167433334,8.36653490623797,3.5859881025515783
1132,-118,-80.05880719783849,-244.0,5.158689487253049,3.9498440338777394,3.001275445324276
1133,-88,-63.0,-169.4191640203046,17.333706914311716,13.28131744028382,4.354168796679871
1134,-106,-76.0,-208.0,8.012063745683298,5.360025723597143,3.2632804174057903
1135,-100,-72.0,-230.0,11.271202005897694,9.0168136992878,3.509057067145853
1136,-107,-76.0,-203.0,11.94812343496321,9.821483001682626,3.3709917097824924
1137,-89,-65.0,-135.0,17.22935511486746,14.161811214996828,4.106591932694512
1138,-86,-63.0,-149.0,14.73684289801235,11.370008228007556,4.439962184353425
1139,-85,-63.0,-127.0,16.951349289854885,13.49519061001907,4.006639592883913
1140,-82,-54.0,-76.0,19.349280934632365,15.959206292069393,4.501765208278073
1141,-107,-72.0,-226.0,11.320840973839644,9.411791602422891,3.3264237701331165
1142,-84,-52.0,-95.0,21.015469147223826,18.3710218294168,4.339432552300544
1143,-91,-64.0,-113.0,17.760601121492474,14.482591646887387,3.931733972273277
1144,-76,-53.0,-79.0,24.700973394000016,21.51511706742692,4.410329361547452
1145,-101,-65.0,-142.0,16.278729080839202,12.321167079438064,3.482971686176744
1146,-91,-71.0,-111.0,15.004387197611155,11.667315605557286,3.913436663288268
1147,-102,-72.05182444708032,-126.0,14.442941218415143,10.972694477447888,3.777637067475788
1148,-89,-66.0,-110.0,12.623013203979827,8.457307072895242,3.918055789249605
1149,-83,-63.0,-95.0,24.8048440567219,21.644321295860284,4.624666501952262
1150,-101,-68.0,-122.0,15.703961480701755,12.205582660480673,3.6623238137908847
1151,-86,-60.0,-99.63724585518604,16.039367758144223,12.44947628849098,4.110493155621412
1152,-119,-81.07909038848675,-291.0,6.7869766293946405,5.659541390654608,2.829831648899352
1153,-98,-71.0,-201.0,9.507282373976365,7.068369722454479,4.002203802787882
1154,-92,-59.0,-103.0,13.945120541210422,9.824002110068347,4.212888033816733
1155,-96,-71.0,-118.0,13.42201443280998,9.95025359172019,3.852890940256057
1156,-114,-70.0,-239.0,8.398756506947286,6.028759951316761,3.595910268847188
1157,-100,-77.0,-168.8555277432853,7.5219906899397815,5.97792984907023,3.5280578326003726
1158,-87,-66.0,-145.0,16.384163448254235,13.307919495911891,4.41370465807782
1159,-88,-56.01149593638709,-175.0,15.671753978954222,12.217396609744696,4.472215499067259
1160,-90,-72.0,-161.53529312151974,17.249509730136328,13.770314228806164,4.22226239770903
1161,-109,-80.0,-183.0,9.52639678293362,6.093185425864465,3.513371282576741
1162,-107,-76.0,-205.0,11.792649038619293,8.376439525895531,3.58201279880158
1163,-98,-78.0,-172.16347488242022,12.271722323875334,9.897379680225676,4.394558316468284
1164,-98,-66.0,-158.28307182607833,11.96598762077027,9.403278704374976,4.243322482435737
1165,-120,-86.0,-275.0,6.182392827590517,4.698947665453822,2.676769142712924
1166,-89,-66.0,-104.0,14.475552363591362,11.205536672405437,4.547621527066179
1167,-112,-84.0,-268.0,7.424354692224544,6.667517733199368,3.7680042203145767
1168,-100,-69.72345033228869,-146.0,12.939029342168551,9.838666423120532,4.026867703958817
1169,-104,-71.0,-177.9759143737539,10.824547798924732,7.95861022553977,3.483900616205108
1170,-98,-63.0,-103.0,13.613886161504375,9.177609909117646,3.879769388794231
1171,-81,-51.0,-92.0,18.210961198448963,15.209142138283916,4.433583452350626
1172,-98,-62.0,-108.08022344126901,13.125637553610618,9.787703311423687,4.335389045821253
1173,-102,-61.0,-107.0,16.599038224806574,13.499771653789626,3.4851492958763224
1174,-119,-81.03841201564907,-278.0,5.851948344802171,4.225108951491468,3.2954472767849503
1175,-114,-85.0,-272.0,5.92456140702791,4.853117311330196,3.016244036891663
1176,-100,-61.0,-110.0,11.728788949245486,8.28518573822936,4.095065297245258
1177,-98,-71.0,-112.0,13.880657346570027,10.284176162689288,3.579018788898933
1178,-96,-67.0,-134.0,15.4179103111083,12.298541892275564,3.7501386280627487
1179,-93,-66.0,-135.0,18.019097048385923,14.291427983129138,4.131123415480955
1180,-120,-85.0,-296.0,5.995442952927064,4.266082445053031,3.156767764120532
1181,-97,-72.18519298936987,-126.0,14.53034100154928,11.029829549349165,4.250044746708061
1182,-88,-60.0,-128.0,16.529125496472634,12.84808144006417,4.364180766017897
1183,-87,-72.0,-132.0,11.82618156599429,9.633147868674149,4.606113597579334
1184,-102,-69.68010066024199,-113.0,15.84376222871208,12.327975157107751,3.6172511726880265
1185,-110,-70.0,-212.0,9.83251320649822,7.386560834405389,3.51917774782578
1186,-113,-72.0,-178.6052236429239,9.06420084249361,5.514297526844239,3.233253989316484
1187,-90,-68.0,-135.0,16.297522420781966,12.710386416385528,3.8896808955093753
1188,-92,-62.0,-159.2612469112636,13.817825932614014,9.31962962857909,3.695315448906373
1189,-102,-69.32935191907627,-137.0,11.646815707565018,8.251869602845964,3.5898409269394764
1190,-103,-64.0,-152.78452238995246,15.79440774822966,12.20398046321694,3.75528895534967
1191,-87,-61.0,-143.0,14.01768060943126,10.580770784268502,4.603322862558505
1192,-87,-72.0,-136.0,18.49061083974562,13.858544738188227,4.085038752939302
1193,-103,-67.0,-119.0,18.237934667157635,14.3883931524221,3.9013636315338025
1194,-92,-72.0,-155.0,14.275759943862582,10.618780542191352,3.96567436980076
1195,-113,-87.0,-259.0,8.898418225716865,7.584867962710929,3.265121803738747
1196,-105,-78.0,-179.27801031716618,9.33862810416993,6.870243735122795,3.526900060620877
1197,-89,-62.0,-144.0,17.164614747931314,13.152636244472331,4.181214717075654
1198,-98,-79.0,-175.0,12.711267057374808,10.017373043975669,3.674743224299916
1199,-96,-60.0,-113.0,17.426805619677307,13.695181914759932,3.899527148275598
1200,-113,-72.0,-248.0,10.862748148736788,8.244612130434604,3.4994625247192364
1201,-88,-66.0,-151.0,14.120540089507449,10.558179489436617,4.5876054883247805
1202,-89,-71.0,-147.0,14.732559761578822,10.98774114932952,4.328528824046895
1203,-87,-64.0,-107.0,15.744384960270631,12.088482642215975,3.968274308372944
1204,-94,-73.1159797022471,-113.0,15.397373228630766,11.727570520047443,4.541658134142338
1205,-108,-80.58287728178757,-208.0,10.86256187660371,8.688944364953207,3.5190636120264487
1206,-100,-74.0,-163.68958654168082,10.965761939972783,8.554793909501107,4.499275107265988
1207,-97,-65.0,-114.0,13.824439284513398,8.764976207341421,4.081376134771964
1208,-88,-72.14931024803789,-148.0,14.870048841308131,11.0571904404565,3.9147044299382494
1209,-111,-82.0,-192.0,10.371455257815054,8.12884566868431,2.9796703465484544
1210,-114,-75.0,-244.0,8.722026763793169,5.418841846429153,3.233835764197226
1211,-110,-70.0,-197.0,10.1333643325983,7.750425827828062,3.189740054022705
1212,-87,-59.0,-157.12643676500014,15.160747837195494,12.064981050771683,4.04270012760782
1213,-86,-64.0,-116.0,16.003499506160118,12.143649041115165,4.343933679023728
1214,-109,-77.0,-244.0,11.281141183783092,9.63894084271211,3.381399553280195
1215,-85,-60.0,-104.67418504617947,14.03548187100993,10.507283236399005,4.400640554928727
1216,-93,-62.0,-170.46082072858644,18.03908569795903,13.652592541803676,4.342251300799468
1217,-87,-65.0,-165.8764708252503,14.953498718400224,11.260966630148069,4.303314432804029
1218,-91,-61.0,-161.8629517330926,16.24248654683729,12.843725914378512,4.51361636761655
1219,-116,-87.0,-263.0,8.28616324680842,6.261441565146177,3.2516888898417777
1220,-97,-65.0,-125.0,16.282704592269205,12.88201182323862,3.954135027428757
1221,-115,-81.25844983478656,-242.0,5.611036574086986,3.7499345676357567,2.862265558492245
1222,-95,-65.0,-174.64444476466286,14.239806281901407,10.23633161503191,4.121672919168423
1223,-94,-66.0,-121.0,13.158324088926902,9.658435404882496,4.05133090173578
1224,-97,-65.0,-113.0,13.118419509010119,9.15042291793069,3.8182466695437816
1225,-88,-66.0,-145.0,14.468312321487872,11.24327485016598,4.461361335905579
1226,-111,-82.5117989002501,-199.0,10.316367219219142,7.800242671826431,3.3839685531464667
1227,-87,-72.53567831640368,-145.0,12.311781836527492,9.106518537578404,4.187546072597791
1228,-101,-78.0,-225.0,8.31636673359517,5.985054861741283,3.8859177725647904
1229,-75,-56.81324787409682,-110.0,18.072565388679873,14.787178646428304,4.507113468452762
1230,-92,-69.84819490742018,-158.16372575151723,13.127232085280996,8.42770188865449,3.9772448041998807
1231,-109,-78.0,-167.72711630554454,9.14340156528194,6.744303189013965,3.4915363071588037
1232,-99,-68.0,-103.0,15.429724816799986,11.74967031475762,4.194801266683135
1233,-75,-54.0,-87.0,20.201512656738046,15.248251195693202,4.400179143236996
1234,-113,-76.0,-232.0,9.378847673971674,6.739128289980949,3.3583172867598527
1235,-108,-77.0,-166.6490313526653,11.911127331828524,8.67875563404079,3.1871766516902658
1236,-103,-71.73244638633717,-222.0,9.395011216178396,6.837614206492452,3.883031782061066
1237,-94,-71.56262647722843,-131.0,15.153591187480307,11.570744224932996,3.9729205596833457
1238,-97,-72.0,-151.61165151682243,13.762537349454716,8.683103875758182,3.906705552826753
1239,-97,-70.0,-175.89149546868342,16.46317754184139,12.542554182805826,3.814395162844112
1240,-107,-78.0,-247.0,8.250660749508524,5.779741955311072,3.5675422240169823
1241,-88,-70.0,-105.0,15.2557406922504,11.64902135565116,3.966549767943948
1242,-102,-71.0,-248.0,11.161844652063003,8.527452559108516,3.7513474194974057
1243,-113,-73.01083069778294,-175.22716428116462,7.680157318937997,5.810108172329514,3.125342426444421
1244,-95,-61.0,-124.0,14.94176901162809,11.138262220805814,4.397471991668595
1245,-91,-72.0,-162.08963492911266,13.71764325132706,9.353520887847388,4.2468619931716445
1246,-103,-72.0,-260.3747235171619,9.497966778726834,6.632902372891621,3.491392167960369
1247,-100,-71.0,-151.0,15.535463538400688,11.992736888916037,3.998869229631556
1248,-86,-71.0,-120.0,17.25886223923974,14.47972239522411,4.031342594747339
1249,-97,-61.0,-169.34144772839664,12.583262671882201,9.580835823713722,4.321273111561038
1250,-77,-61.0,-72.0,22.10299329138341,18.097888742883875,4.365223189194586
1251,-98,-71.0,-127.0,13.067229223294383,9.515385871543725,3.6596310547971935
1252,-103,-58.122312687116256,-131.0,14.94465808499369,11.43500297231424,3.483647273745548
1253,-99,-66.0,-166.95489304135802,13.530385558632098,9.5956439264184,3.9432187354661297
1254,-97,-69.74901863164797,-144.0,14.22296613522522,10.69892976930806,3.9248959827450847
1255,-98,-76.0,-178.3660417512668,10.06358474904876,7.625940559684015,3.562508762717746
1256,-109,-82.75492840746323,-163.58672051923858,10.692267780192282,8.7007737486799,3.28825901256583
1257,-91,-70.0,-128.0,14.318353853158326,10.770569480961743,4.1635327874890224
