id,timestamp,systemTimestamp,location_timestamp,serving_cell_timestamp,sim_id,technology,direction,category_id,channel_type_id,name_id,name_extra_id,msg_hex,radio_bearer_id,arfcn,code,param1,param2,info,node_id,is_synced
1732084,73602330365955381,73602330439765200,,7.360232988934144e+16,0,4,1,2,6,5,0,2802,0,1423,489,20.0,34503.0,,0,1
1732085,73602330492317127,73602330557887280,,7.360233044167885e+16,0,4,1,2,5,3,0,6012980FFD8E04BB007CAA8B7535C3806114A116BF403074,0,1423,489,20.0,5592.0,,0,1
1732086,73602330489586848,73602330557887280,,7.360233044167885e+16,0,4,2,3,7,3072,0,C7343DB6,0,1423,489,591104.0,,,0,1
1732087,73602330489655540,73602330557887280,,7.360233044167885e+16,0,4,2,2,7,1,0,498EE1FD1828,0,1423,489,20.0,0.0,,0,1
1732088,73602330494202217,73602330557939712,,7.360233044167885e+16,0,4,1,2,6,6,0,300120,0,1423,489,20.0,38420.0,,0,1
1732089,73602330492518105,73602330557887280,,7.360233044167885e+16,0,4,2,2,8,4,0,2010098E687B6CA0,0,1423,489,20.0,0.0,,0,1
1732090,73602330494268043,73602330557939712,,7.360233044167885e+16,0,4,2,2,8,5,0,2800,0,1423,489,20.0,0.0,,0,1
1732091,73602330494468061,73602330557992144,,7.360233044167885e+16,0,4,1,2,6,4,0,201215C84010067255608000B1F50C011807C568201051056B2E2023C214371819631C371800008422088611F95120380180891A1C0FFD8E041F513301EBB1C50E8462DDE92063E0,0,1423,489,20.0,38425.0,,0,1
1732092,73602330495696663,73602330563392304,,7.360233044167885e+16,0,4,1,2,6,7,0,380040,0,1423,489,20.0,38466.0,,0,1
1732093,73602330495973182,73602330563392304,,7.360233044167885e+16,0,4,2,2,8,7,0,3801134401A2EA8CAAB541A955AA22920C1120006000540842118A6BF3C91C4108C34314D70006F529801A53492DE91346CC13021468FF00,0,1423,489,20.0,0.0,,0,1
1732094,73602330494678346,73602330563392304,,7.360233044167885e+16,0,4,2,2,8,2,0,1000,0,1423,489,20.0,0.0,,0,1
1732095,73602330529736615,73602330574087776,,7.360233044167885e+16,0,4,2,3,7,3072,0,C735407D,0,1423,489,591104.0,,,0,1
1732096,73602330526851467,73602330563444736,,7.360233044167885e+16,0,4,1,2,6,5,0,2802,0,1423,489,20.0,38520.0,,0,1
1732097,73602330504429605,73602330574140208,,7.360233044167885e+16,0,4,1,2,6,4,0,201215C84010060F55608000B1F50C011807C568201051056B2E2023C214371819631C371800008422088611F95120380180891A1C0FFD8E041F513301EBB1C50E8462DDE92063E0,0,1423,489,20.0,38729.0,,0,1
1732098,73602330504106113,73602330574087776,,7.360233044167885e+16,0,4,1,2,6,6,0,300120,0,1423,489,20.0,38723.0,,0,1
1732099,73602330502436137,73602330574087776,,7.360233044167885e+16,0,4,2,2,8,4,0,2010098E6A80FAA0,0,1423,489,20.0,0.0,,0,1
1732100,73602330502272631,73602330574087776,,7.360233044167885e+16,0,4,1,2,5,3,0,6012980FFD8E04BB007CAA8B7535C3806114A116BF403074,0,1423,489,20.0,5896.0,,0,1
1732101,73602330504144882,73602330574140208,,7.360233044167885e+16,0,4,2,2,8,5,0,2800,0,1423,489,20.0,0.0,,0,1
1732102,73602330500479615,73602330574087776,,7.360233050010054e+16,0,4,2,2,7,1,0,498EE1FD1824,0,1423,489,20.0,0.0,,0,1
1732103,73602330506137012,73602330574140208,,7.360233050010054e+16,0,4,2,2,8,7,0,3801134401A2EA8CAAB541A955AA22920C1120006000540842118A6BF3C91C4108C34314D70006F529801A53492DE91346CC13021468FF00,0,1423,489,20.0,0.0,,0,1
1732104,73602330505857514,73602330574140208,,7.360233050010054e+16,0,4,1,2,6,7,0,380040,0,1423,489,20.0,38774.0,,0,1
1732105,73602330534380906,73602330574140208,,7.360233050010054e+16,0,4,2,2,8,2,0,1000,0,1423,489,20.0,0.0,,0,1
1732106,73602330549955856,73602330616030816,,7.360233050010054e+16,0,4,2,2,8,1,0,0810384807A5A510,0,1423,489,20.0,0.0,,0,1
1732107,73602330612644797,73602330686547552,,7.360233050010054e+16,0,4,2,2,8,2,0,1200,0,1423,489,20.0,0.0,,0,1
1732108,73602330612605348,73602330686547552,,7.360233050010054e+16,0,4,1,2,6,4,0,22102A4000000000,0,1423,489,20.0,42034.0,,0,1
1732109,73602330780572789,73602330849286560,,7.360233050010054e+16,0,4,2,2,8,9,0,480264E2CE598666C8FE4AC81C9EC52CC9E18FC16F80,0,1423,489,20.0,0.0,,0,1
1732110,73602330780448340,73602330849286560,,7.360233050010054e+16,0,4,2,3,7,76,0,074C1005F4EE1FD18257022000000000000000,0,1423,489,591104.0,,,0,1
1732111,73602330781582570,73602330849338976,,7.360233050010054e+16,0,4,1,2,6,5,0,282A551EB1254C050402082190449505FC012190B089088CCC1102710517B51E2956020140201402B4379000CF94023CC2CC212801226402186070BCBA04F421221014DCF4085B5A0506D020020CA7AA220A4466075FFFE07FFF8A021E05218150030001917EB62BD40000007EC42384064048F1284028000208800C0445CAC6018C0405800182998007886016DB02004308940B0B085F84020004614307114000F800000068700E03860282010010C8224AC2FE0080C840449C4666088148828BDA9ED4AA0100A0100A05A1BC803167C10A011E61689094009132010C30385E5D027A1091080AAEB4842DAD02836810010653D51105123303AFFFF03FFFC5010F0290C0A8018000C8BF5B15EA0000003F5A11C20320247894201400010440060222E56300C60202C000C14CC003C4300B6D810021844A0584AFC201000230A18388A0007C00000034280703B1013F008188641125717F0048642C224223330440944145ED5F4A5480805008012D0DE40033E5008F30B3084A0048990086181C2F2E813D08488405373D6216D68141B408008329EA8882911981D7FFF81FFFE280878148605400C000645FAD8AF50000001FAD08E10190123C4A100A0000822003011172B180630101600060A66001E21805B6C08010C22502C2C217E10080011850C1C450003E0000001A120380,0,1423,489,20.0,47189.0,,0,1
1732112,73602330792636314,73602330866535632,,7.360233079304592e+16,0,3,1,2,10,-1,0,448040C4320892B8BF802432161121119982204A20A2F6AFA52A40402804009686F20019F280479859842500244C80430C0E1797409E842442029B9EB10B6B40A0DA04004194F54441488CC0EBFFFC0FFFF14043C0A4302A006000322FD6C57A8000000FD6847080C8091E25080500004110018088B958C0318080B00030533000F10C02DB60400861128161610BF08040008C2860E228001F0000000D0901C0,40,-1,-1,,,,0,1
1732113,73602330802206637,73602330866640480,,7.360233079304592e+16,0,3,1,2,2,3,0,30E729E20CED286411859800A54CE04782693A78109E0D420002819FD502C698270B9D3C284F0EA3000144CFE681634C1385CE9E24A78B528002A467F340B1A609C2E74F1A53C7A9C00153200018B4AFD03C0090088EE1982780090088F95D6930E0AA99C0CFE4028406C21D803602B200,0,-1,-1,,,,0,1
1732114,73602330797023139,73602330866588064,,7.360233079304592e+16,0,3,2,2,0,1,0,294F10676943208C2CC0152D177FAAB840,0,-1,-1,,,,0,1
1732115,73602330806293684,73602330880062256,,7.360233079304592e+16,0,3,2,3,5,36,0,052401035758A605F44F106769C2,0,10813,472,,,,0,1
1732116,73602330806165683,73602330880062256,,7.360233079304592e+16,0,3,2,2,1,18,0,4B8801A2E0000032AAD506A556A88A48304480018001500CC0D5D62994C02809DEC27710F1A565018842118A6BE7A4F104230D0C535C001CEC6A049EDB597E48B359233AF9C0260428D1FA80,2,10813,472,,,,0,1
1732117,73602330806348980,73602330880114688,,7.360233079304592e+16,0,3,2,2,1,5,0,1586630290404081A7908C000CC0C8E49A19592CF7CC48F38004C00019C52C662479C00260000800C8FB8F20B828C02FA774C68C11881F2F01A190110002C02F8386020080D02FA6B4EBA7D0D831A7908C2CC192E8083F0E00000EC890,3,10813,472,,,,0,1
1732118,73602330835604684,73602330880114688,,7.360233079304592e+16,0,3,2,2,1,5,0,15004100682920081ABAC5302FA278833B4E1600D16D12,3,10813,472,,,,0,1
1732119,73602330835603684,73602330880114688,,7.360233079304592e+16,0,3,2,3,8,8,0,08081034F211800198191C93432B259EF9891E700098000338A58CC48F38004C000100191F71E417051805F4EE98D1823103E5E034320220005805F070C040101A05F4D69D74FA1B0634F2118598325D0107E1,0,10813,472,,,,0,1
1732120,73602330817268937,73602330891229600,,7.360233079304592e+16,0,3,1,2,3,8,0,224271B86097A76220,2,10813,472,,,,0,1
1732121,73602330820953296,73602330891229600,,7.360233079304592e+16,0,3,1,2,3,8,0,233140D9103001132C04A380,2,10813,472,,,,0,1
1732122,73602330823145684,73602330891282016,,7.360233079304592e+16,0,3,2,2,1,20,0,9F97C72A0D31000001800002012200818000,2,10813,472,,,,0,1
1732123,73602330822001874,73602330891229600,,7.360233079304592e+16,0,3,1,2,3,8,0,22D268725920032C1400BA10006A,2,10813,472,,,,0,1
1732124,73602330820424911,73602330891229600,,7.360233079304592e+16,0,3,1,2,3,8,0,22B001DC560945D8A194427A294516A394562A494430A594459A6944A9A79449BA894580A9945BEAA94493AB94504AC944E1AD945F7AE9441BAF94453B094449B19444FB29446AB3945F5B4945EDB594471A422C2C2C5410C09D833A886003414FF1C280,2,10813,472,,,,0,1
1732125,73602330823047380,73602330891229600,,7.360233079304592e+16,0,3,1,2,3,16,0,F023EF290C0E0001800128C0000100C10000C002FD7FCEC20140,2,10813,472,,,,0,1
1732126,73602330821476561,73602330891229600,,7.360233079304592e+16,0,3,1,2,3,8,0,225260725920032C0000BA060062,2,10813,472,,,,0,1
1732127,73602330828636382,73602330902292064,,7.360233079304592e+16,0,3,2,2,1,27,0,CE23BE208EC01001A282033002010002C0AF03C09040B898CCFC8A81008020040201300000010F8000,3,10813,472,,,,0,1
1732128,73602330828615902,73602330902292064,,7.360233079304592e+16,0,3,2,3,3,5,0,034504066004020005815E07812081713199F91502010040080402600000021F00,0,10813,472,,,,0,1
1732129,73602330840401141,73602330914298272,,7.360233079304592e+16,0,3,1,3,3,2,0,8302,0,10813,472,,,,0,1
1732130,73602330840349941,73602330914298272,,7.360233079304592e+16,0,3,1,2,3,5,0,F12406C9094800306040,3,10813,472,,,,0,1
1732131,73602330966862054,73602331031214496,,7.360233079304592e+16,0,3,2,2,1,8,0,D4856489CA058540,2,10813,472,,,,0,1
1732132,73602330898574436,73602330972494240,,7.360233079304592e+16,0,3,1,2,3,8,0,D41C2E3A9A350632126582801742000C,2,10813,472,,,,0,1
1732133,73602330890022995,73602330959124896,,7.360233079304592e+16,0,3,2,2,1,8,0,E69CE64BAA05A540,2,10813,472,,,,0,1
1732134,73602330862880800,73602330936842656,,7.360233079304592e+16,0,3,1,2,3,14,0,DD922D9B938204AA41300804C42388303A80E2B8830428103388304A8124100B0120A4B4989352B95F83788120111D9B1C442880027020A20476688100CE111D7024401E0445D20C73D7AB87088000204E0414408ECD56112026482AA6703360,2,10813,472,,,,0,1
1732135,73602330943302841,73602331017111136,,7.360233079304592e+16,0,3,2,2,1,8,0,C455C6C93A2600450006C006EC28A4A13039B0CE141394001C001AC462500038661080,2,10813,472,,,,0,1
1732136,73602330907075700,73602330972546656,,7.360233079304592e+16,0,3,2,2,1,11,0,8E807A6C32C112,2,10813,472,,,,0,1
1732137,73602330885657675,73602330959020032,,7.360233079304592e+16,0,3,2,2,1,15,0,990289DF9BCC800D1A8090,2,10813,472,,,,0,1
1732138,73602330885038154,73602330958967600,,7.360233079304592e+16,0,3,2,2,1,8,0,8D344D6A9205D480,2,10813,472,,,,0,1
1732139,73602330888675409,73602330959072464,,7.360233079304592e+16,0,3,2,2,1,8,0,CE2BEB1AA2058540,2,10813,472,,,,0,1
1732140,73602330959415512,73602331031162064,,7.360233079304592e+16,0,3,1,2,3,0,0,D2D3E6D1A800304A070807415F90,2,10813,472,,,,0,1
1732141,73602330957362388,73602331031162064,,7.360233079304592e+16,0,3,1,3,3,1,0,83011E02EA88,0,10813,472,,,,0,1
1732142,73602330960015577,73602331031162064,,7.360233079304592e+16,0,3,2,2,1,0,0,E285E19B4000,2,10813,472,,,,0,1
1732143,73602330957295828,73602331031162064,,7.360233079304592e+16,0,3,1,2,3,5,0,E97C74B8914C00B06023C05D5100,3,10813,472,,,,0,1
1732144,73602330990908540,73602331031214496,,7.360233079304592e+16,0,3,2,2,1,27,0,FF04A95096C00081C780,3,10813,472,,,,0,1
1732145,73602330961510620,73602331031214496,,7.360233079304592e+16,0,3,1,2,3,5,0,FC3780B91940003060E0,3,10813,472,,,,0,1
1732146,73602330984585224,73602331056327888,,7.360233079304592e+16,0,3,1,2,3,8,0,DCE01A5C3A260632126585801743800C,2,10813,472,,,,0,1
1732147,73602330986640396,73602331056327888,,7.360233079304592e+16,0,3,1,2,3,8,0,ABE82D35422B100D91030039104210,2,10813,472,,,,0,1
1732148,73602330982481924,73602331056327888,,7.360233079304592e+16,0,3,1,2,3,8,0,C4CB0DDF323A0188641556B289F76D28AE96F288B97128A4D732898375288F57728AAD7928AAB7B28B057D2899B7F288EB2080,2,10813,472,,,,0,1
1732149,73602330991925270,73602331056327888,,7.360233079304592e+16,0,3,2,2,1,8,0,AB2CCC32D2228021BB0A290CE1312CC208,2,10813,472,,,,0,1
1732150,73602330904864880,73602330972546656,,7.360233079304592e+16,0,3,1,2,3,12,0,FBA9E7D0A300000000881CFEB4164CC1386C82CFE74164CC1386C83CFE74164CC1386C00EC00,2,10813,472,,,,0,1
1732151,73602330994109466,73602331067967072,,7.360233079304592e+16,0,3,2,2,1,8,0,856A87C85A2600450006C006EC28A4A000DFFED623D314260735D9C26A600058A61080,2,10813,472,,,,0,1
1732152,73602331005029423,73602331078924704,,7.360233079304592e+16,0,3,2,2,1,8,0,CA3E8ED0EA228021BB0A290CE13934C208,2,10813,472,,,,0,1
1732153,73602330995029020,73602331068753504,,7.360233079304592e+16,0,3,1,2,3,16,0,9622DC014C0E8001800128C0000102110018C00388CA0C0A,2,10813,472,,,,0,1
1732154,73602331013921856,73602331079291696,,7.360233079304592e+16,0,3,1,2,3,0,0,E76365BB5000304A0B101C015680,2,10813,472,,,,0,1
1732155,73602331026548824,73602331100472928,,7.360233079304592e+16,0,3,1,3,8,9,0,0809004934F21185983219C608E01805F4C89C56A432022000B8,0,10813,472,,,,0,1
1732156,73602330995176476,73602331068753504,,7.360233079304592e+16,0,3,2,2,1,20,0,EFC5D880E53391C31180000202E200C18000,2,10813,472,,,,0,1
1732157,73602331027127385,73602331100472928,,7.360233079304592e+16,0,3,2,3,8,10,0,080A,0,10813,472,,,,0,1
1732158,73602331015092290,73602331079291696,,7.360233079304592e+16,0,3,2,2,1,0,0,F3B6DE0BF000,2,10813,472,,,,0,1
1732159,73602330990824620,73602331031214496,,7.360233079304592e+16,0,3,1,3,3,7,0,8307,0,10813,472,,,,0,1
1732160,73602331034884200,73602331100472928,,7.360233079304592e+16,0,3,1,2,3,8,0,84D3E961DA320188648E84A9F25D2897D6128925652898769289ED7F289BF210,2,10813,472,,,,0,1
1732161,73602331027938394,73602331100472928,,7.360233079304592e+16,0,3,2,3,8,12,0,080C1105F4C89C56A43202200036022000,0,10813,472,,,,0,1
1732162,73602331053393035,73602331123489184,,7.360233079304592e+16,0,3,2,2,1,8,0,B9AD4B0FFA058540,2,10813,472,,,,0,1
1732163,73602331027965018,73602331100472928,,7.360233079304592e+16,0,3,2,2,1,27,0,92E2146226C80804060882FA644E2B52190110001B01100000,3,10813,472,,,,0,1
1732164,73602331124243474,73602331198095360,,7.360233079304592e+16,0,3,2,2,1,15,0,B60967F783C880000490,2,10813,472,,,,0,1
1732165,73602331141873716,73602331215763872,,7.360233079304592e+16,0,3,1,2,3,5,0,B180259FB14E025149004061C47243F232DFDFCE897FFFE019C000,3,10813,472,,,,0,1
1732166,73602331066339492,73602331140266400,,7.360233079304592e+16,0,3,1,2,3,5,0,B4C2F876A94A00A101A640440000,3,10813,472,,,,0,1
