id,timestamp,location_timestamp,sim_id,technology,band,ul_arfcn,dl_arfcn,code,ul_bw,dl_bw,plmn_id,lac,rac,cell_id,param1,param2,param3,param4,param5,info,lifetime,source_id,frame_type,node_id,is_synced
170802,73602342733265019,,0,4,-1.0,21300.0,3300,489.0,20,20,43211,44200,,23055619,,,,,,,4239,1,45250,0,1
170803,73602343151665152,,0,4,,,3300,,20,20,43211,44200,,23055619,,,,,,,6515,3,0,0,1
170804,73602343257873046,,0,4,-1.0,21300.0,3300,489.0,20,20,43211,44200,,23055619,,,,,,,3388,1,45250,0,1
170805,73602343623589888,,0,4,,,3300,,20,20,43211,44200,,23055619,,,,,,,5614,3,0,0,1
170806,73602343595739185,,0,4,-1.0,21300.0,3300,489.0,20,20,43211,44200,,23055619,,,,,,,800,1,45250,0,1
170807,73602343754890286,,0,3,-1.0,9888.0,10838,472.0,5,5,43211,34200,50.0,2697489,,,,,,,2978,1,16679,0,1
170808,73602344260796416,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,8377,3,0,0,1
170809,73602344811364352,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10494,3,0,0,1
170810,73602345283289088,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,9009,3,0,0,1
170811,73602345834119168,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10643,3,0,0,1
170812,73602346384687104,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10362,3,0,0,1
170813,73602346856677376,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,9004,3,0,0,1
170814,73602347427430400,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10885,3,0,0,1
170815,73602347899224064,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,9000,3,0,0,1
170816,73602348450054144,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10505,3,0,0,1
170817,73602349000687616,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10506,3,0,0,1
170818,73602349472546816,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,8997,3,0,0,1
170819,73602350023311360,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10505,3,0,0,1
170820,73602350573944832,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10501,3,0,0,1
170821,73602351124709376,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10506,3,0,0,1
170822,73602351596634112,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,9002,3,0,0,1
170823,73602352147333120,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10503,3,0,0,1
170824,73602352697966592,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,10501,3,0,0,1
170825,73602353169956864,,0,3,,,10838,,5,5,43211,34200,50.0,2697489,,,,,,,9003,3,0,0,1
